Station,Lat,Lon,Divisions,Year,Count,Type
Ardrahan,53.1566,-8.8065,Galway,2014,0,Damage to Property
Arklow,52.7963,-6.1546,Wicklow,2014,111,Damage to Property
Arles,52.891000000000005,-7.0189,Laois/Offaly,2014,11,Damage to Property
Arva,53.9254,-7.5838,Cavan/Monaghan,2014,6,Damage to Property
Ashbourne,53.5114,-6.397,Meath,2014,86,Damage to Property
Ashford,53.0139,-6.1073,Wicklow,2014,20,Damage to Property
Askeaton,52.6006,-8.9712,Limerick,2014,5,Damage to Property
Athea,52.4599,-9.2875,Limerick,2014,4,Damage to Property
Athenry,53.2997,-8.7497,Galway,2014,19,Damage to Property
Athleague,53.5687,-8.2524,Roscommon/Longford,2014,0,Damage to Property
Athlone,53.4233,-7.9447,Westmeath,2014,210,Damage to Property
Athy,52.9902,-6.9882,Kildare,2014,120,Damage to Property
Aughrim,52.856,-6.3268,Wicklow,2014,1,Damage to Property
Avoca,52.8588,-6.2129,Wicklow,2014,10,Damage to Property
Baile Atha Bui,53.6236,-6.9159,Meath,2014,36,Damage to Property
Baile an Fheirtéaraigh,52.1659,-10.4062,Kerry,2014,3,Damage to Property
Baile Bhuirne,51.9458,-9.1692,Cork West,2014,1,Damage to Property
Bailieboro,53.9152,-6.9696,Cavan/Monaghan,2014,29,Damage to Property
Balbriggan,53.6143,-6.1912,D.M.R. Northern,2014,203,Damage to Property
Balla,53.8019,-9.1299,Mayo,2014,2,Damage to Property
Ballaghderreen,53.8999,-8.5846,Roscommon/Longford,2014,29,Damage to Property
Ballina,54.1129,-9.1604,Mayo,2014,109,Damage to Property
Ballinagh,53.9311,-7.4096,Cavan/Monaghan,2014,8,Damage to Property
Ballinamore,54.0546,-7.797000000000001,Sligo/Leitrim,2014,5,Damage to Property
Ballinasloe,53.3284,-8.2236,Galway,2014,80,Damage to Property
Ballincollig,51.8882,-8.5903,Cork City,2014,87,Damage to Property
Ballindine,53.6696,-8.9577,Mayo,2014,5,Damage to Property
Ballineen,51.7359,-8.9489,Cork West,2014,5,Damage to Property
Ballingarry,52.4721,-8.8628,Limerick,2014,8,Damage to Property
Ballingarry North,53.0184,-8.0305,Tipperary,2014,3,Damage to Property
Ballingarry South,52.586000000000006,-7.541,Tipperary,2014,5,Damage to Property
Ballinhassig,51.8041,-8.5705,Cork West,2014,5,Damage to Property
Ballinlough,53.7408,-8.6358,Roscommon/Longford,2014,8,Damage to Property
Ballinrobe,53.6246,-9.2262,Mayo,2014,19,Damage to Property
Ballintra,54.5778,-8.1254,Donegal,2014,3,Damage to Property
Ballivor,53.5327,-6.9672,Meath,2014,8,Damage to Property
Ballon,52.7432,-6.7722,Kilkenny/Carlow,2014,1,Damage to Property
Ballybay,54.1289,-6.9048,Cavan/Monaghan,2014,9,Damage to Property
Ballybofey,54.7996,-7.781000000000001,Donegal,2014,39,Damage to Property
Ballybunion,52.5113,-9.6702,Kerry,2014,18,Damage to Property
Ballyconnell,54.119,-7.5802,Cavan/Monaghan,2014,6,Damage to Property
Ballycotton,51.8303,-8.0131,Cork North,2014,2,Damage to Property
Ballycroy,54.0258,-9.8259,Mayo,2014,2,Damage to Property
Ballycullane,52.2789,-6.8392,Wexford,2014,13,Damage to Property
Ballydehob,51.5591,-9.4608,Cork West,2014,3,Damage to Property
Ballydesmond,52.1782,-9.231,Cork West,2014,3,Damage to Property
Ballyduff,52.4559,-9.6631,Kerry,2014,4,Damage to Property
Ballyfermot,53.3448,-6.358,D.M.R. Western,2014,339,Damage to Property
Ballygar,53.5219,-8.3284,Galway,2014,3,Damage to Property
Ballyhale,52.4683,-7.2015,Kilkenny/Carlow,2014,8,Damage to Property
Ballyhaunis,53.763999999999996,-8.7674,Mayo,2014,17,Damage to Property
Ballyheigue,52.3892,-9.8275,Kerry,2014,13,Damage to Property
Ballyjamesduff,53.8631,-7.2088,Cavan/Monaghan,2014,11,Damage to Property
Ballylanders,52.3707,-8.3455,Limerick,2014,10,Damage to Property
Ballylinan,52.943000000000005,-7.0432,Laois/Offaly,2014,8,Damage to Property
Ballymacarberry,52.2672,-7.7177,Waterford,2014,2,Damage to Property
Ballymahon,53.5613,-7.7608,Roscommon/Longford,2014,39,Damage to Property
Ballymore,53.4911,-7.6817,Westmeath,2014,2,Damage to Property
Ballymote,54.0874,-8.5152,Sligo/Leitrim,2014,18,Damage to Property
Ballymun,53.3945,-6.2637,D.M.R. Northern,2014,367,Damage to Property
Ballynacargy,53.5863,-7.5349,Westmeath,2014,7,Damage to Property
Ballyneety,52.5973,-8.5489,Limerick,2014,13,Damage to Property
Ballynoe,52.0602,-8.0993,Cork North,2014,10,Damage to Property
Ballyporeen,52.2702,-8.0977,Tipperary,2014,4,Damage to Property
Ballyshannon,54.4987,-8.2048,Donegal,2014,24,Damage to Property
Ballyvaughan,53.1162,-9.1471,Clare,2014,4,Damage to Property
Baltimore,51.4835,-9.3723,Cork West,2014,3,Damage to Property
Baltinglass,52.93899999999999,-6.7098,Wicklow,2014,33,Damage to Property
Banagher,53.1905,-7.9859,Laois/Offaly,2014,6,Damage to Property
Bandon,51.7451,-8.7399,Cork West,2014,42,Damage to Property
Bangor Erris,54.144,-9.7471,Mayo,2014,3,Damage to Property
Bansha,52.4493,-8.0656,Tipperary,2014,4,Damage to Property
Bantry,51.6803,-9.4552,Cork West,2014,29,Damage to Property
Barnaderg,53.4805,-8.7225,Galway,2014,3,Damage to Property
Barraduff,52.0598,-9.3409,Kerry,2014,1,Damage to Property
Beal an Mhuirthead,54.2217,-9.9856,Mayo,2014,8,Damage to Property
Beal Atha an Ghaorthaidh,51.8519,-9.229,Cork West,2014,2,Damage to Property
Belturbet,54.1012,-7.4426,Cavan/Monaghan,2014,13,Damage to Property
Bennettsbridge,52.5903,-7.1832,Kilkenny/Carlow,2014,2,Damage to Property
Birr,53.096000000000004,-7.9115,Laois/Offaly,2014,51,Damage to Property
Bishopstown,51.8807,-8.5146,Cork City,2014,55,Damage to Property
Blacklion,54.2915,-7.8762,Cavan/Monaghan,2014,1,Damage to Property
Blackrock Co Cork,51.8943,-8.4045,Cork North,2014,59,Damage to Property
Blackrock Co Dublin,53.2998,-6.1775,D.M.R. Southern,2014,142,Damage to Property
Blackrock Co Louth,53.9638,-6.3682,Louth,2014,34,Damage to Property
Blackwater,52.4454,-6.3488,Wexford,2014,12,Damage to Property
Blanchardstown,53.3899,-6.381,D.M.R. Western,2014,748,Damage to Property
Blarney,51.931999999999995,-8.5677,Cork City,2014,49,Damage to Property
Blessington,53.1703,-6.5337,Wicklow,2014,50,Damage to Property
Boherbue,52.159,-9.0698,Cork West,2014,5,Damage to Property
Bonniconlon,54.1096,-9.029,Mayo,2014,3,Damage to Property
Borris,52.6018,-6.9293,Kilkenny/Carlow,2014,11,Damage to Property
Borris-In-Ossory,52.9393,-7.6288,Laois/Offaly,2014,4,Damage to Property
Borrisokane,52.9971,-8.127,Tipperary,2014,8,Damage to Property
Borrisoleigh,52.7515,-7.9554,Tipperary,2014,5,Damage to Property
Bothar Na Tra,53.2588,-9.0797,Galway,2014,109,Damage to Property
Boyle,53.9734,-8.3004,Roscommon/Longford,2014,17,Damage to Property
Bray,53.1987,-6.1006,Wicklow,2014,299,Damage to Property
Bridewell Cork,51.9005,-8.477,Cork City,2014,166,Damage to Property
Bridewell Dublin,53.3471,-6.2741,D.M.R. North Central,2014,358,Damage to Property
Bruff,52.4773,-8.547,Limerick,2014,15,Damage to Property
Bruree,52.4232,-8.6503,Limerick,2014,3,Damage to Property
Bunclody,52.6568,-6.6625,Wexford,2014,20,Damage to Property
Buncrana,55.1313,-7.4507,Donegal,2014,42,Damage to Property
Bundoran,54.4766,-8.2793,Donegal,2014,22,Damage to Property
Burnfoot,55.0547,-7.4016,Donegal,2014,28,Damage to Property
Buttevant,52.2293,-8.6713,Cork North,2014,18,Damage to Property
Cabinteely,53.2608,-6.1507,D.M.R. Eastern,2014,160,Damage to Property
Cabra,53.365,-6.3076,D.M.R. Western,2014,311,Damage to Property
Caherciveen,51.946999999999996,-10.2198,Kerry,2014,11,Damage to Property
Caherconlish,52.5938,-8.4695,Limerick,2014,11,Damage to Property
Cahir,52.376000000000005,-7.9203,Tipperary,2014,23,Damage to Property
Callan,52.5424,-7.391,Kilkenny/Carlow,2014,28,Damage to Property
Campile,52.2878,-6.9396,Wexford,2014,11,Damage to Property
Cappamore,52.6147,-8.3385,Limerick,2014,9,Damage to Property
Cappawhite,52.5832,-8.1648,Tipperary,2014,3,Damage to Property
Cappoquin,52.1459,-7.8457,Waterford,2014,11,Damage to Property
Carbury,53.3385,-6.9367,Kildare,2014,26,Damage to Property
Carlingford,54.0412,-6.1872,Louth,2014,25,Damage to Property
Carlow,52.8405,-6.9293,Kilkenny/Carlow,2014,204,Damage to Property
Carna,53.3236,-9.8241,Galway,2014,4,Damage to Property
Carndonagh,55.2535,-7.2595,Donegal,2014,24,Damage to Property
Carnew,52.7105,-6.4918,Wicklow,2014,10,Damage to Property
Carraig Airt,55.1751,-7.7985,Donegal,2014,19,Damage to Property
Carrickbyrne,52.3624,-6.7597,Wexford,2014,6,Damage to Property
Carrickmacross,53.9761,-6.7188,Cavan/Monaghan,2014,68,Damage to Property
Carrick-on-Bannow,52.2381,-6.734,Wexford,2014,7,Damage to Property
Carrick-On-Shannon,53.9443,-8.0902,Sligo/Leitrim,2014,56,Damage to Property
Carrick-On-Suir,52.3482,-7.4099,Tipperary,2014,32,Damage to Property
Carrigaline,51.8148,-8.3915,Cork City,2014,54,Damage to Property
Carrigallen,53.9756,-7.6467,Sligo/Leitrim,2014,4,Damage to Property
Carrigans,54.9512,-7.4268,Donegal,2014,12,Damage to Property
Carrigtwohill,51.9095,-8.2618,Cork North,2014,16,Damage to Property
Cashel,52.5163,-7.8903,Tipperary,2014,21,Damage to Property
Castlebar,53.8534,-9.2976,Mayo,2014,120,Damage to Property
Castlebellingham,53.8993,-6.3899,Louth,2014,24,Damage to Property
Castleblayney,54.1179,-6.735,Cavan/Monaghan,2014,71,Damage to Property
Castlebridge,52.3847,-6.4526,Wexford,2014,14,Damage to Property
Castlecomer,52.7993,-7.2095,Kilkenny/Carlow,2014,32,Damage to Property
Castleconnell,52.7134,-8.4985,Limerick,2014,25,Damage to Property
Castledermot,52.9092,-6.8492,Kildare,2014,23,Damage to Property
Castlefin,54.8027,-7.5952,Donegal,2014,16,Damage to Property
Castlegregory,52.2542,-10.0206,Kerry,2014,6,Damage to Property
Castleisland,52.2304,-9.4628,Kerry,2014,16,Damage to Property
Castlemaine,52.1702,-9.7006,Kerry,2014,2,Damage to Property
Castlepollard,53.6785,-7.2966,Westmeath,2014,12,Damage to Property
Castlerea,53.7666,-8.4841,Roscommon/Longford,2014,29,Damage to Property
Castletownbere,51.6495,-9.9147,Cork West,2014,8,Damage to Property
Castletownroche,52.1707,-8.468,Cork North,2014,11,Damage to Property
Cavan,53.9933,-7.3609,Cavan/Monaghan,2014,112,Damage to Property
Celbridge,53.343999999999994,-6.5417,Kildare,2014,94,Damage to Property
Charlestown,53.9627,-8.7935,Mayo,2014,14,Damage to Property
Charleville,52.3561,-8.6826,Cork North,2014,36,Damage to Property
Cill Ronain,53.1213,-9.6678,Galway,2014,9,Damage to Property
Clane,53.2937,-6.6859,Kildare,2014,65,Damage to Property
Clara,53.3454,-7.6141,Laois/Offaly,2014,20,Damage to Property
Claremorris,53.7236,-8.9851,Mayo,2014,14,Damage to Property
Clifden,53.4882,-10.0092,Galway,2014,45,Damage to Property
Cloch na Ron,53.3936,-9.9211,Galway,2014,2,Damage to Property
Cloghan,53.2248,-7.8775,Laois/Offaly,2014,6,Damage to Property
Clogheen,52.2769,-7.9953,Tipperary,2014,5,Damage to Property
Clogher,54.8368,-8.4275,Donegal,2014,2,Damage to Property
Clogherhead,53.7904,-6.2427,Louth,2014,39,Damage to Property
Clonakilty,51.6249,-8.8889,Cork West,2014,23,Damage to Property
Clonark,53.3684,-8.0347,Roscommon/Longford,2014,6,Damage to Property
Clonaslee,53.1486,-7.526,Laois/Offaly,2014,6,Damage to Property
Clonbologue,53.2591,-7.0858,Laois/Offaly,2014,4,Damage to Property
Clondalkin,53.3231,-6.395,D.M.R. Western,2014,367,Damage to Property
Clones,54.1775,-7.2282,Cavan/Monaghan,2014,11,Damage to Property
Clonmany,55.263000000000005,-7.4128,Donegal,2014,10,Damage to Property
Clonmel,52.3541,-7.6999,Tipperary,2014,117,Damage to Property
Clonroche,52.4504,-6.7159,Wexford,2014,3,Damage to Property
Clontarf,53.3635,-6.2201,D.M.R. Northern,2014,229,Damage to Property
Cloughjordan,52.942,-8.0397,Tipperary,2014,4,Damage to Property
Cloyne,51.8628,-8.1235,Cork North,2014,6,Damage to Property
Coachford,51.9091,-8.7911,Cork West,2014,9,Damage to Property
Cobh,51.8482,-8.3036,Cork North,2014,58,Damage to Property
Collon,53.7779,-6.4849,Louth,2014,0,Damage to Property
Collooney,54.1855,-8.4879,Sligo/Leitrim,2014,19,Damage to Property
Cong,53.5415,-9.2865,Mayo,2014,8,Damage to Property
Convoy,54.8593,-7.669,Donegal,2014,21,Damage to Property
Coolaney,54.1724,-8.6034,Sligo/Leitrim,2014,1,Damage to Property
Coolock,53.3903,-6.2011,D.M.R. Northern,2014,374,Damage to Property
Cootehill,54.0747,-7.0787,Cavan/Monaghan,2014,18,Damage to Property
Corofin,52.9475,-9.0686,Clare,2014,3,Damage to Property
Corofin,53.4376,-8.8631,Galway,2014,5,Damage to Property
Courtown Harbour,52.6443,-6.2305,Wexford,2014,42,Damage to Property
Craughwell,53.2294,-8.7339,Galway,2014,6,Damage to Property
Creggs,53.5949,-8.3638,Galway,2014,1,Damage to Property
Crookstown,51.8587,-8.8013,Cork West,2014,13,Damage to Property
Croom,52.522,-8.7188,Limerick,2014,16,Damage to Property
Crosshaven,51.803999999999995,-8.3045,Cork City,2014,19,Damage to Property
Crossmolina,54.0998,-9.3227,Mayo,2014,9,Damage to Property
Crumlin,53.3196,-6.315,D.M.R. Southern,2014,271,Damage to Property
Crusheen,52.9385,-8.8986,Clare,2014,7,Damage to Property
Daingean,53.293,-7.2936,Laois/Offaly,2014,9,Damage to Property
Delvin,53.6145,-7.0901,Westmeath,2014,6,Damage to Property
Dingle,52.1392,-10.2705,Kerry,2014,12,Damage to Property
Dolla,52.7971,-8.1921,Tipperary,2014,2,Damage to Property
Donegal Town,54.6524,-8.1111,Donegal,2014,18,Damage to Property
Doneraile,52.2157,-8.5854,Cork North,2014,12,Damage to Property
Donnybrook,53.3217,-6.2359,D.M.R. South Central,2014,137,Damage to Property
Douglas,51.8751,-8.431000000000001,Cork City,2014,90,Damage to Property
Dowra,54.1904,-8.0153,Cavan/Monaghan,2014,1,Damage to Property
Drimoleague,51.659,-9.264,Cork West,2014,10,Damage to Property
Drinagh,51.6477,-9.1545,Cork West,2014,0,Damage to Property
Drogheda,53.7151,-6.3566,Louth,2014,351,Damage to Property
Drumad,54.0957,-6.3608,Louth,2014,38,Damage to Property
Drumcollogher,52.3382,-8.9113,Limerick,2014,7,Damage to Property
Drumlish,53.8217,-7.7659,Roscommon/Longford,2014,9,Damage to Property
Drumshambo,54.0465,-8.04,Sligo/Leitrim,2014,19,Damage to Property
Dublin Airport,53.4299,-6.2455,D.M.R. Northern,2014,18,Damage to Property
Duleek,53.6539,-6.4181,Meath,2014,35,Damage to Property
Dun Fionnachaid,55.1829,-7.9744,Donegal,2014,10,Damage to Property
Dun Laoghaire,53.2899,-6.1333,D.M.R. Eastern,2014,358,Damage to Property
Dunboyne,53.4211,-6.4771,Meath,2014,48,Damage to Property
Duncannon,52.2214,-6.9298,Wexford,2014,7,Damage to Property
Dundalk,53.9995,-6.4097,Louth,2014,402,Damage to Property
Dundrum,53.2895,-6.2426,D.M.R. Eastern,2014,355,Damage to Property
Dungarvan,52.0877,-7.6245,Waterford,2014,68,Damage to Property
Dunlavin,53.0588,-6.7011,Wicklow,2014,4,Damage to Property
Dunleer,53.8285,-6.3946,Louth,2014,33,Damage to Property
Dunmanway,51.7228,-9.1101,Cork West,2014,19,Damage to Property
Dunmore East,52.1484,-6.9929,Waterford,2014,9,Damage to Property
Dunmore,53.6176,-8.7406,Galway,2014,4,Damage to Property
Dunshaughlin,53.5108,-6.5393,Meath,2014,36,Damage to Property
Durrow,52.8443,-7.3961,Laois/Offaly,2014,5,Damage to Property
Durrus,51.6205,-9.524,Cork West,2014,2,Damage to Property
Edenderry,53.3368,-7.0608,Laois/Offaly,2014,62,Damage to Property
Edgeworthstown,53.6956,-7.606,Roscommon/Longford,2014,47,Damage to Property
Elphin,53.8458,-8.1925,Roscommon/Longford,2014,2,Damage to Property
Emly,52.4651,-8.3542,Tipperary,2014,5,Damage to Property
Emyvale,54.3394,-6.9576,Cavan/Monaghan,2014,7,Damage to Property
Enfield,53.4151,-6.8339,Meath,2014,11,Damage to Property
Ennis,52.8469,-8.9811,Clare,2014,168,Damage to Property
Enniscorthy,52.5007,-6.5707,Wexford,2014,170,Damage to Property
Enniscrone,54.2138,-9.0885,Sligo/Leitrim,2014,15,Damage to Property
Enniskerry,53.1913,-6.1695,Wicklow,2014,21,Damage to Property
Ennistymon,52.9374,-9.2885,Clare,2014,27,Damage to Property
Eyrecourt,53.1994,-8.1324,Galway,2014,7,Damage to Property
Farranfore,52.1714,-9.5497,Kerry,2014,2,Damage to Property
Ferbane,53.2708,-7.8276,Laois/Offaly,2014,10,Damage to Property
Fermoy,52.1385,-8.2742,Cork North,2014,50,Damage to Property
Ferns,52.591,-6.4978,Wexford,2014,14,Damage to Property
Ferrybank,52.2675,-7.1011,Waterford,2014,31,Damage to Property
Fethard,52.4664,-7.6944,Tipperary,2014,25,Damage to Property
Finglas,53.3896,-6.3068,D.M.R. Western,2014,450,Damage to Property
Fitzgibbon Street,53.3577,-6.2554,D.M.R. North Central,2014,288,Damage to Property
Foxford,53.9833,-9.1084,Mayo,2014,5,Damage to Property
Foynes,52.6097,-9.1037,Limerick,2014,5,Damage to Property
Frenchpark,53.8692,-8.4056,Roscommon/Longford,2014,5,Damage to Property
Freshford,52.7324,-7.3944,Kilkenny/Carlow,2014,2,Damage to Property
Gaillimh,53.2713,-9.0583,Galway,2014,349,Damage to Property
Garristown,53.5671,-6.3839,D.M.R. Northern,2014,9,Damage to Property
Glanmire,51.9184,-8.3968,Cork City,2014,50,Damage to Property
Glantaine,52.1047,-8.7488,Cork North,2014,6,Damage to Property
Glasson,53.4717,-7.8635,Westmeath,2014,5,Damage to Property
Gleann na Muaidhe,54.2408,-9.6788,Mayo,2014,5,Damage to Property
Glenamaddy,53.6074,-8.5602,Galway,2014,3,Damage to Property
Glenbeigh,52.0571,-9.9371,Kerry,2014,1,Damage to Property
Glengarriff,51.7506,-9.5507,Cork West,2014,6,Damage to Property
Glenmore,52.3538,-7.028,Kilkenny/Carlow,2014,4,Damage to Property
Glin,52.5696,-9.2845,Limerick,2014,6,Damage to Property
Glynn,52.3728,-6.5829,Wexford,2014,4,Damage to Property
Gob an Choire,53.9337,-9.9185,Mayo,2014,4,Damage to Property
Golden,52.4968,-7.9847,Tipperary,2014,3,Damage to Property
Goresbridge,52.63,-6.9944,Kilkenny/Carlow,2014,17,Damage to Property
Gorey,52.675,-6.2973,Wexford,2014,86,Damage to Property
Gort,53.0674,-8.8182,Galway,2014,20,Damage to Property
Graiguenamanagh,52.5425,-6.9568,Kilkenny/Carlow,2014,9,Damage to Property
Granard,53.7786,-7.4942,Roscommon/Longford,2014,33,Damage to Property
Grange,54.3934,-8.5207,Sligo/Leitrim,2014,14,Damage to Property
Greystones,53.148,-6.0632,Wicklow,2014,104,Damage to Property
Gurranabraher,51.9034,-8.4966,Cork City,2014,296,Damage to Property
Gurteen,53.993,-8.5158,Sligo/Leitrim,2014,4,Damage to Property
Hackballscross,54.0316,-6.5242,Louth,2014,16,Damage to Property
Hacketstown,52.8643,-6.557,Kilkenny/Carlow,2014,2,Damage to Property
Headford,53.4703,-9.0983,Galway,2014,13,Damage to Property
Henry Street,52.6617,-8.6316,Limerick,2014,414,Damage to Property
Holycross,52.6426,-7.8729,Tipperary,2014,2,Damage to Property
Hospital Co Limerick,52.4752,-8.4325,Limerick,2014,4,Damage to Property
Howth,53.3873,-6.069,D.M.R. Northern,2014,98,Damage to Property
Indreabhan,53.2406,-9.4296,Galway,2014,7,Damage to Property
Innishannon,51.7644,-8.6554,Cork West,2014,4,Damage to Property
Irishtown,53.3382,-6.2233,D.M.R. South Central,2014,140,Damage to Property
Kanturk,52.1759,-8.9126,Cork West,2014,12,Damage to Property
Keadue,54.0506,-8.1373,Roscommon/Longford,2014,1,Damage to Property
Kealkil,51.755,-9.3753,Cork West,2014,4,Damage to Property
Keel,53.9754,-10.0822,Mayo,2014,5,Damage to Property
Kells Ceanannus Mor,53.7284,-6.8812,Meath,2014,57,Damage to Property
Kenagh,53.622,-7.8151,Roscommon/Longford,2014,1,Damage to Property
Kenmare,51.8785,-9.5816,Kerry,2014,10,Damage to Property
Kerrykeel,55.1371,-7.6663,Donegal,2014,8,Damage to Property
Kevin Street,53.339,-6.2702,D.M.R. South Central,2014,306,Damage to Property
Kilbeggan,53.3685,-7.4992,Westmeath,2014,10,Damage to Property
Kilbrittain,51.6735,-8.6901,Cork West,2014,9,Damage to Property
Kilcock,53.4038,-6.6725,Kildare,2014,33,Damage to Property
Kilconnell,53.3314,-8.4017,Galway,2014,1,Damage to Property
Kilcormac,53.1762,-7.7288,Laois/Offaly,2014,7,Damage to Property
Kilcullen,53.1291,-6.7466,Kildare,2014,40,Damage to Property
Kildare,53.156000000000006,-6.9073,Kildare,2014,70,Damage to Property
Kildorrery,52.2454,-8.4296,Cork North,2014,6,Damage to Property
Kildysart,52.6746,-9.1058,Clare,2014,4,Damage to Property
Kilkee,52.6824,-9.6447,Clare,2014,17,Damage to Property
Kilkelly,53.8734,-8.8434,Mayo,2014,3,Damage to Property
Kilkenny,52.6524,-7.2597,Kilkenny/Carlow,2014,223,Damage to Property
Kill Co Waterford,52.1773,-7.3351,Waterford,2014,8,Damage to Property
Killala,54.2141,-9.2205,Mayo,2014,12,Damage to Property
Killaloe,52.8067,-8.4437,Clare,2014,16,Damage to Property
Killarney,52.0624,-9.5124,Kerry,2014,64,Damage to Property
Killeagh,51.9398,-7.995,Cork North,2014,14,Damage to Property
Killenaule,52.5685,-7.6728,Tipperary,2014,12,Damage to Property
Killeshandra,54.0118,-7.5259,Cavan/Monaghan,2014,3,Damage to Property
Killimor,53.1659,-8.2942,Galway,2014,3,Damage to Property
Killorglin,52.1065,-9.7871,Kerry,2014,12,Damage to Property
Killucan,53.5147,-7.1397,Westmeath,2014,6,Damage to Property
Kilmacow,52.3146,-7.1748,Kilkenny/Carlow,2014,2,Damage to Property
Kilmacrennan,55.0295,-7.7785,Donegal,2014,4,Damage to Property
Kilmacthomas,52.2062,-7.4213,Waterford,2014,9,Damage to Property
