Station,Lat,Lon,Year,Thefts
Tralee,52.2695,-9.7088,2008,485
Tramore,52.1615,-7.1534,2008,138
Trim,53.5531,-6.7893,2008,212
Tuam,53.5157,-8.8559,2008,134
Tubbercurry,54.0516,-8.7343,2008,25
Tulla,52.8654,-8.7548,2008,26
Tullamore,53.2761,-7.4949,2008,336
Tullow,52.8038,-6.7334,2008,76
Tulsk,53.7774,-8.2518,2008,15
Urlingford,52.7221,-7.5798,2008,35
Virginia,53.8344,-7.0819,2008,42
Watercourse Road,51.9071,-8.4745,2008,709
Waterford,52.2602,-7.1137,2008,1584
Watergrasshill,52.0134,-8.342,2008,13
Westport,53.7991,-9.5194,2008,102
Wexford,52.3355,-6.462000000000001,2008,413
Whitegate,51.8271,-8.2278,2008,20
Wicklow,52.9814,-6.0426,2008,259
Williamstown,53.6771,-8.5784,2008,4
Woodford,53.0476,-8.4001,2008,2
Youghal,51.9481,-7.8428,2008,105
Abbeyfeale,52.3873,-9.29,2009,105
Abbeyleix,52.9127,-7.3438,2009,130
Adare,52.5639,-8.7921,2009,36
Aglish,52.0716,-7.8221,2009,11
Ahascragh,53.3957,-8.3306,2009,12
Ailt an Chorrain,54.9849,-8.4386,2009,8
An Bun Beag,55.0656,-8.2895,2009,21
An Charraig,54.6579,-8.6331,2009,4
An Cheathru Rua,53.2645,-9.6005,2009,17
An Clochan Liath,54.9516,-8.3613,2009,21
An Coirean,51.8311,-10.1742,2009,12
An Craoslach,55.1253,-7.9126,2009,17
An Fál Carrach,55.137,-8.102,2009,19
An Maim,53.5107,-9.5649,2009,22
An Rinn,52.0484,-7.5931,2009,8
An Spideal,53.2454,-9.3056,2009,23
Anglesea Street,51.8958,-8.465,2009,1369
Annascaul,52.1524,-10.0525,2009,3
Aran Mor,53.2721,-8.9319,2009,137
Ard An Rátha,54.7645,-8.4095,2009,9
Ardee,53.8549,-6.5411,2009,129
Ardfert,52.3235,-9.7789,2009,15
Ardfinnan,52.3118,-7.8783,2009,9
Ardmore,51.951,-7.7282,2009,17
Ardnacrusha,52.7077,-8.6131,2009,101
Ardrahan,53.1566,-8.8065,2009,10
Arklow,52.7963,-6.1546,2009,305
Arles,52.891000000000005,-7.0189,2009,31
Arva,53.9254,-7.5838,2009,11
Ashbourne,53.5114,-6.397,2009,412
Ashford,53.0139,-6.1073,2009,48
Askeaton,52.6006,-8.9712,2009,28
Athea,52.4599,-9.2875,2009,10
Athenry,53.2997,-8.7497,2009,59
Athleague,53.5687,-8.2524,2009,10
Athlone,53.4233,-7.9447,2009,464
Athy,52.9902,-6.9882,2009,262
Aughrim,52.856,-6.3268,2009,18
Avoca,52.8588,-6.2129,2009,19
Baile Atha Bui,53.6236,-6.9159,2009,78
Baile an Fheirtéaraigh,52.1659,-10.4062,2009,1
Baile Bhuirne,51.9458,-9.1692,2009,3
Bailieboro,53.9152,-6.9696,2009,31
Balbriggan,53.6143,-6.1912,2009,376
Balla,53.8019,-9.1299,2009,19
Ballaghderreen,53.8999,-8.5846,2009,29
Ballina,54.1129,-9.1604,2009,160
Ballinagh,53.9311,-7.4096,2009,19
Ballinamore,54.0546,-7.797000000000001,2009,28
Ballinasloe,53.3284,-8.2236,2009,243
Ballincollig,51.8882,-8.5903,2009,167
Ballindine,53.6696,-8.9577,2009,18
Ballineen,51.7359,-8.9489,2009,14
Ballingarry,52.4721,-8.8628,2009,25
Ballingarry North,53.0184,-8.0305,2009,3
Ballingarry South,52.586000000000006,-7.541,2009,12
Ballinhassig,51.8041,-8.5705,2009,30
Ballinlough,53.7408,-8.6358,2009,19
Ballinrobe,53.6246,-9.2262,2009,39
Ballintra,54.5778,-8.1254,2009,8
Ballivor,53.5327,-6.9672,2009,32
Ballon,52.7432,-6.7722,2009,21
Ballybay,54.1289,-6.9048,2009,28
Ballybofey,54.7996,-7.781000000000001,2009,81
Ballybunion,52.5113,-9.6702,2009,33
Ballyconnell,54.119,-7.5802,2009,29
Ballycotton,51.8303,-8.0131,2009,9
Ballycroy,54.0258,-9.8259,2009,2
Ballycullane,52.2789,-6.8392,2009,22
Ballydehob,51.5591,-9.4608,2009,9
Ballydesmond,52.1782,-9.231,2009,10
Ballyduff,52.4559,-9.6631,2009,6
Ballyfermot,53.3448,-6.358,2009,450
Ballygar,53.5219,-8.3284,2009,12
Ballyhale,52.4683,-7.2015,2009,26
Ballyhaunis,53.763999999999996,-8.7674,2009,49
Ballyheigue,52.3892,-9.8275,2009,5
Ballyjamesduff,53.8631,-7.2088,2009,28
Ballylanders,52.3707,-8.3455,2009,16
Ballylinan,52.943000000000005,-7.0432,2009,28
Ballymacarberry,52.2672,-7.7177,2009,17
Ballymahon,53.5613,-7.7608,2009,42
Ballymore,53.4911,-7.6817,2009,19
Ballymote,54.0874,-8.5152,2009,32
Ballymun,53.3945,-6.2637,2009,620
Ballynacargy,53.5863,-7.5349,2009,15
Ballyneety,52.5973,-8.5489,2009,45
Ballynoe,52.0602,-8.0993,2009,4
Ballyporeen,52.2702,-8.0977,2009,2
Ballyshannon,54.4987,-8.2048,2009,50
Ballyvaughan,53.1162,-9.1471,2009,26
Baltimore,51.4835,-9.3723,2009,13
Baltinglass,52.93899999999999,-6.7098,2009,109
Banagher,53.1905,-7.9859,2009,27
Bandon,51.7451,-8.7399,2009,91
Bangor Erris,54.144,-9.7471,2009,6
Bansha,52.4493,-8.0656,2009,8
Bantry,51.6803,-9.4552,2009,98
Barnaderg,53.4805,-8.7225,2009,16
Barraduff,52.0598,-9.3409,2009,0
Beal an Mhuirthead,54.2217,-9.9856,2009,37
Beal Atha an Ghaorthaidh,51.8519,-9.229,2009,10
Belturbet,54.1012,-7.4426,2009,38
Bennettsbridge,52.5903,-7.1832,2009,21
Birr,53.096000000000004,-7.9115,2009,126
Bishopstown,51.8807,-8.5146,2009,441
Blacklion,54.2915,-7.8762,2009,10
Blackrock Co Cork,51.8943,-8.4045,2009,232
Blackrock Co Dublin,53.2998,-6.1775,2009,428
Blackrock Co Louth,53.9638,-6.3682,2009,52
Blackwater,52.4454,-6.3488,2009,58
Blanchardstown,53.3899,-6.381,2009,2623
Blarney,51.931999999999995,-8.5677,2009,135
Blessington,53.1703,-6.5337,2009,208
Boherbue,52.159,-9.0698,2009,9
Bonniconlon,54.1096,-9.029,2009,5
Borris,52.6018,-6.9293,2009,24
Borris-In-Ossory,52.9393,-7.6288,2009,20
Borrisokane,52.9971,-8.127,2009,25
Borrisoleigh,52.7515,-7.9554,2009,15
Bothar Na Tra,53.2588,-9.0797,2009,246
Boyle,53.9734,-8.3004,2009,60
Bray,53.1987,-6.1006,2009,753
Bridewell Cork,51.9005,-8.477,2009,393
Bridewell Dublin,53.3471,-6.2741,2009,755
Bruff,52.4773,-8.547,2009,32
Bruree,52.4232,-8.6503,2009,9
Bunclody,52.6568,-6.6625,2009,50
Buncrana,55.1313,-7.4507,2009,77
Bundoran,54.4766,-8.2793,2009,28
Burnfoot,55.0547,-7.4016,2009,56
Buttevant,52.2293,-8.6713,2009,20
Cabinteely,53.2608,-6.1507,2009,353
Cabra,53.365,-6.3076,2009,554
Caherciveen,51.946999999999996,-10.2198,2009,28
Caherconlish,52.5938,-8.4695,2009,35
Cahir,52.376000000000005,-7.9203,2009,51
Callan,52.5424,-7.391,2009,25
Campile,52.2878,-6.9396,2009,12
Cappamore,52.6147,-8.3385,2009,32
Cappawhite,52.5832,-8.1648,2009,20
Cappoquin,52.1459,-7.8457,2009,18
Carbury,53.3385,-6.9367,2009,60
Carlingford,54.0412,-6.1872,2009,61
Carlow,52.8405,-6.9293,2009,873
Carna,53.3236,-9.8241,2009,9
Carndonagh,55.2535,-7.2595,2009,24
Carnew,52.7105,-6.4918,2009,24
Carraig Airt,55.1751,-7.7985,2009,10
Carrickbyrne,52.3624,-6.7597,2009,29
Carrickmacross,53.9761,-6.7188,2009,138
Carrick-on-Bannow,52.2381,-6.734,2009,25
Carrick-On-Shannon,53.9443,-8.0902,2009,89
Carrick-On-Suir,52.3482,-7.4099,2009,86
Carrigaline,51.8148,-8.3915,2009,94
Carrigallen,53.9756,-7.6467,2009,2
Carrigans,54.9512,-7.4268,2009,28
Carrigtwohill,51.9095,-8.2618,2009,47
Cashel,52.5163,-7.8903,2009,41
Castlebar,53.8534,-9.2976,2009,268
Castlebellingham,53.8993,-6.3899,2009,79
Castleblayney,54.1179,-6.735,2009,112
Castlebridge,52.3847,-6.4526,2009,44
Castlecomer,52.7993,-7.2095,2009,65
Castleconnell,52.7134,-8.4985,2009,93
Castledermot,52.9092,-6.8492,2009,58
Castlefin,54.8027,-7.5952,2009,27
Castlegregory,52.2542,-10.0206,2009,17
Castleisland,52.2304,-9.4628,2009,50
Castlemaine,52.1702,-9.7006,2009,10
Castlepollard,53.6785,-7.2966,2009,45
Castlerea,53.7666,-8.4841,2009,51
Castletownbere,51.6495,-9.9147,2009,18
Castletownroche,52.1707,-8.468,2009,11
Cavan,53.9933,-7.3609,2009,243
Celbridge,53.343999999999994,-6.5417,2009,239
Charlestown,53.9627,-8.7935,2009,41
Charleville,52.3561,-8.6826,2009,64
Cill Ronain,53.1213,-9.6678,2009,5
Clane,53.2937,-6.6859,2009,138
Clara,53.3454,-7.6141,2009,47
Claremorris,53.7236,-8.9851,2009,114
Clifden,53.4882,-10.0092,2009,35
Cloch na Ron,53.3936,-9.9211,2009,4
Cloghan,53.2248,-7.8775,2009,16
Clogheen,52.2769,-7.9953,2009,9
Clogher,54.8368,-8.4275,2009,11
Clogherhead,53.7904,-6.2427,2009,48
Clonakilty,51.6249,-8.8889,2009,75
Clonark,53.3684,-8.0347,2009,29
Clonaslee,53.1486,-7.526,2009,13
Clonbologue,53.2591,-7.0858,2009,9
Clondalkin,53.3231,-6.395,2009,1027
Clones,54.1775,-7.2282,2009,32
Clonmany,55.263000000000005,-7.4128,2009,8
Clonmel,52.3541,-7.6999,2009,200
Clonroche,52.4504,-6.7159,2009,18
Clontarf,53.3635,-6.2201,2009,582
Cloughjordan,52.942,-8.0397,2009,8
Cloyne,51.8628,-8.1235,2009,22
Coachford,51.9091,-8.7911,2009,10
Cobh,51.8482,-8.3036,2009,95
Collon,53.7779,-6.4849,2009,58
Collooney,54.1855,-8.4879,2009,34
Cong,53.5415,-9.2865,2009,12
Convoy,54.8593,-7.669,2009,40
Coolaney,54.1724,-8.6034,2009,7
Coolock,53.3903,-6.2011,2009,856
Cootehill,54.0747,-7.0787,2009,24
Corofin,52.9475,-9.0686,2009,10
Corofin,53.4376,-8.8631,2009,15
Courtown Harbour,52.6443,-6.2305,2009,88
Craughwell,53.2294,-8.7339,2009,34
Creggs,53.5949,-8.3638,2009,1
Crookstown,51.8587,-8.8013,2009,31
Croom,52.522,-8.7188,2009,53
Crosshaven,51.803999999999995,-8.3045,2009,26
Crossmolina,54.0998,-9.3227,2009,20
Crumlin,53.3196,-6.315,2009,379
Crusheen,52.9385,-8.8986,2009,11
Daingean,53.293,-7.2936,2009,23
Delvin,53.6145,-7.0901,2009,23
Dingle,52.1392,-10.2705,2009,17
Dolla,52.7971,-8.1921,2009,5
Donegal Town,54.6524,-8.1111,2009,43
Doneraile,52.2157,-8.5854,2009,15
Donnybrook,53.3217,-6.2359,2009,681
Douglas,51.8751,-8.431000000000001,2009,256
Dowra,54.1904,-8.0153,2009,2
Drimoleague,51.659,-9.264,2009,12
Drinagh,51.6477,-9.1545,2009,6
Drogheda,53.7151,-6.3566,2009,794
Drumad,54.0957,-6.3608,2009,36
Drumcollogher,52.3382,-8.9113,2009,15
Drumlish,53.8217,-7.7659,2009,13
Drumshambo,54.0465,-8.04,2009,25
Dublin Airport,53.4299,-6.2455,2009,175
Duleek,53.6539,-6.4181,2009,112
Dun Fionnachaid,55.1829,-7.9744,2009,12
Dun Laoghaire,53.2899,-6.1333,2009,910
Dunboyne,53.4211,-6.4771,2009,198
Duncannon,52.2214,-6.9298,2009,36
Dundalk,53.9995,-6.4097,2009,864
Dundrum,53.2895,-6.2426,2009,1211
Dungarvan,52.0877,-7.6245,2009,202
Dunlavin,53.0588,-6.7011,2009,32
Dunleer,53.8285,-6.3946,2009,69
Dunmanway,51.7228,-9.1101,2009,27
Dunmore East,52.1484,-6.9929,2009,36
Dunmore,53.6176,-8.7406,2009,14
Dunshaughlin,53.5108,-6.5393,2009,135
Durrow,52.8443,-7.3961,2009,29
Durrus,51.6205,-9.524,2009,11
Edenderry,53.3368,-7.0608,2009,120
Edgeworthstown,53.6956,-7.606,2009,74
Elphin,53.8458,-8.1925,2009,6
Emly,52.4651,-8.3542,2009,7
Emyvale,54.3394,-6.9576,2009,28
Enfield,53.4151,-6.8339,2009,37
Ennis,52.8469,-8.9811,2009,536
Enniscorthy,52.5007,-6.5707,2009,281
Enniscrone,54.2138,-9.0885,2009,29
Enniskerry,53.1913,-6.1695,2009,83
Ennistymon,52.9374,-9.2885,2009,62
Eyrecourt,53.1994,-8.1324,2009,8
Farranfore,52.1714,-9.5497,2009,8
Ferbane,53.2708,-7.8276,2009,21
Fermoy,52.1385,-8.2742,2009,83
Ferns,52.591,-6.4978,2009,57
Ferrybank,52.2675,-7.1011,2009,79
Fethard,52.4664,-7.6944,2009,48
Finglas,53.3896,-6.3068,2009,1014
Fitzgibbon Street,53.3577,-6.2554,2009,745
Foxford,53.9833,-9.1084,2009,26
Foynes,52.6097,-9.1037,2009,23
Frenchpark,53.8692,-8.4056,2009,15
Freshford,52.7324,-7.3944,2009,9
Gaillimh,53.2713,-9.0583,2009,1486
Garristown,53.5671,-6.3839,2009,42
Glanmire,51.9184,-8.3968,2009,112
Glantaine,52.1047,-8.7488,2009,13
Glasson,53.4717,-7.8635,2009,23
Gleann na Muaidhe,54.2408,-9.6788,2009,3
Glenamaddy,53.6074,-8.5602,2009,6
Glenbeigh,52.0571,-9.9371,2009,1
Glengarriff,51.7506,-9.5507,2009,5
Glenmore,52.3538,-7.028,2009,23
Glin,52.5696,-9.2845,2009,21
Glynn,52.3728,-6.5829,2009,15
Gob an Choire,53.9337,-9.9185,2009,4
Golden,52.4968,-7.9847,2009,6
Goresbridge,52.63,-6.9944,2009,56
Gorey,52.675,-6.2973,2009,209
Gort,53.0674,-8.8182,2009,48
Graiguenamanagh,52.5425,-6.9568,2009,38
Granard,53.7786,-7.4942,2009,43
Grange,54.3934,-8.5207,2009,36
Greystones,53.148,-6.0632,2009,298
Gurranabraher,51.9034,-8.4966,2009,292
Gurteen,53.993,-8.5158,2009,15
Hackballscross,54.0316,-6.5242,2009,23
Hacketstown,52.8643,-6.557,2009,21
Headford,53.4703,-9.0983,2009,17
Henry Street,52.6617,-8.6316,2009,1520
Holycross,52.6426,-7.8729,2009,5
Hospital Co Limerick,52.4752,-8.4325,2009,30
Howth,53.3873,-6.069,2009,309
Indreabhan,53.2406,-9.4296,2009,10
Innishannon,51.7644,-8.6554,2009,7
Irishtown,53.3382,-6.2233,2009,495
Kanturk,52.1759,-8.9126,2009,68
Keadue,54.0506,-8.1373,2009,12
Kealkil,51.755,-9.3753,2009,4
Keel,53.9754,-10.0822,2009,4
Kells Ceanannus Mor,53.7284,-6.8812,2009,199
Kenagh,53.622,-7.8151,2009,15
Kenmare,51.8785,-9.5816,2009,48
Kerrykeel,55.1371,-7.6663,2009,16
Kevin Street,53.339,-6.2702,2009,879
Kilbeggan,53.3685,-7.4992,2009,47
Kilbrittain,51.6735,-8.6901,2009,3
Kilcock,53.4038,-6.6725,2009,179
Kilconnell,53.3314,-8.4017,2009,3
Kilcormac,53.1762,-7.7288,2009,14
Kilcullen,53.1291,-6.7466,2009,109
Kildare,53.156000000000006,-6.9073,2009,195
Kildorrery,52.2454,-8.4296,2009,12
Kildysart,52.6746,-9.1058,2009,4
Kilkee,52.6824,-9.6447,2009,45
Kilkelly,53.8734,-8.8434,2009,20
Kilkenny,52.6524,-7.2597,2009,670
Kill Co Waterford,52.1773,-7.3351,2009,23
Killala,54.2141,-9.2205,2009,13
Killaloe,52.8067,-8.4437,2009,116
Killarney,52.0624,-9.5124,2009,212
Killeagh,51.9398,-7.995,2009,26
Killenaule,52.5685,-7.6728,2009,37
Killeshandra,54.0118,-7.5259,2009,15
Killimor,53.1659,-8.2942,2009,6
Killorglin,52.1065,-9.7871,2009,17
Killucan,53.5147,-7.1397,2009,34
Kilmacow,52.3146,-7.1748,2009,8
Kilmacrennan,55.0295,-7.7785,2009,16
Kilmacthomas,52.2062,-7.4213,2009,20
Kilmaine,53.5826,-9.1238,2009,4
Kilmainham,53.3419,-6.3043,2009,769
Kilmallock,52.3984,-8.5758,2009,51
Kilmeaden,52.2462,-7.245,2009,13
Kilmoganny,52.4609,-7.3293,2009,5
Kilmore Quay,52.1787,-6.5837,2009,42
Kilnaleck,53.8585,-7.3179,2009,36
Kilrickle,53.2302,-8.4524,2009,26
Kilrush,52.6411,-9.4811,2009,39
Kilsheelan,52.3615,-7.5798,2009,8
Kiltimagh,53.8461,-9.0058,2009,22
Kiltormer,53.2376,-8.2713,2009,2
Kilworth,52.1763,-8.2496,2009,8
Kingscourt,53.9043,-6.8068,2009,27
Kinlough,54.4458,-8.287,2009,18
Kinnegad,53.4559,-7.1028,2009,37
Kinnitty,53.0984,-7.7221,2009,11
Kinsale,51.7063,-8.5255,2009,101
Kinvara,53.1405,-8.9397,2009,9
Knock,53.7954,-8.9188,2009,14
Knocknagoshel,52.3307,-9.3853,2009,11
Lanesboro,53.67100000000001,-7.9853,2009,22
Laytown,53.6892,-6.244,2009,357
Leach Seoirse,53.3571,-8.9313,2009,69
Leamybrien,52.1693,-7.5216,2009,22
Leitir Mor,53.2943,-9.6551,2009,5
Leixlip,53.3674,-6.4982,2009,200
Letterfrack,53.5542,-9.9477,2009,3
Letterkenny,54.9547,-7.7364,2009,586
Lifford,54.8328,-7.4803,2009,27
Liscarroll,52.2596,-8.8063,2009,16
Lisdoonvarna,53.0286,-9.2897,2009,14
Lismore,52.1367,-7.9355,2009,11
Lissycasey,52.7461,-9.1544,2009,16
Listowel,52.4471,-9.4839,2009,77
Littleton,52.6407,-7.7349,2009,21
Lixnaw,52.4041,-9.6166,2009,7
Longford,53.7325,-7.8014,2009,266
Longwood,53.4546,-6.9270000000000005,2009,50
Lorrha,53.0937,-8.1221,2009,6
Loughrea,53.1974,-8.5699,2009,98
Louisburgh,53.7646,-9.8076,2009,16
Louth,53.9524,-6.5379,2009,40
Lucan,53.3561,-6.4507,2009,560
Lusk,53.5234,-6.1673,2009,204
Macroom,51.9063,-8.964,2009,71
Maigh Cuilinn,53.3383,-9.1812,2009,28
Malahide,53.4512,-6.1519,2009,473
Mallow,52.1388,-8.6459,2009,177
Manorhamilton,54.3044,-8.1785,2009,47
Mayfield,51.9097,-8.429,2009,163
Maynooth,53.3808,-6.5927,2009,253
Mayorstone Park,52.6737,-8.6448,2009,592
Midleton,51.9167,-8.1735,2009,164
Milford Co Cork,52.3425,-8.8564,2009,7
Milford,55.086999999999996,-7.6982,2009,16
Millstreet Co. Cork,52.0601,-9.0615,2009,31
Milltown,53.6116,-8.8975,2009,17
Miltown Malbay,52.8575,-9.4006,2009,36
Mitchelstown,52.2636,-8.2706,2009,44
Moate,53.3957,-7.7345,2009,28
Mohill,53.9208,-7.8681,2009,48
Monaghan,54.2514,-6.9675,2009,219
Monasterevin,53.1382,-7.0547,2009,73
Moneygall,52.8813,-7.9534,2009,5
Monivea,53.373999999999995,-8.7023,2009,10
Mooncoin,52.292,-7.2516,2009,21
Mountbellew,53.4712,-8.5001,2009,39
Mountcharles,54.6459,-8.1957,2009,5
Mountjoy,53.3605,-6.2668,2009,730
Mountmellick,53.1188,-7.3351,2009,64
Mountrath,52.9982,-7.4781,2009,45
Moville,55.1916,-7.0286,2009,37
Moylough,53.4877,-8.567,2009,17
Moyne,52.7343,-7.7141,2009,2
Muff,55.0686,-7.2688,2009,23
Muine Bheag,52.7013,-6.9574,2009,93
Mullagh,53.8111,-6.9432,2009,12
Mullinahone,52.5102,-7.5056,2009,9
Mullinavat,52.3664,-7.1721,2009,17
Mullingar,53.5257,-7.346,2009,430
Multyfarnham,53.6242,-7.3923,2009,29
Murroe,52.6497,-8.3992,2009,52
Myshall,52.6875,-6.7784,2009,16
Na Cealla Beaga,54.6366,-8.4444,2009,29
Na Gleannta,54.7955,-8.281,2009,11
Naas,53.2107,-6.666,2009,677
Navan,53.6545,-6.6904,2009,532
Nenagh,52.8643,-8.1996,2009,179
New Ross,52.3876,-6.9508,2009,141
Newbridge,53.1814,-6.7955,2009,403
Newcastle West,52.4537,-9.0624,2009,162
Newmarket,52.2146,-8.997,2009,24
Newmarket on Fergus,52.7632,-8.8991,2009,25
Newport Co Mayo,53.8902,-9.5467,2009,25
Newport Co Tipperary,52.7107,-8.4063,2009,61
Newtowncunningham,54.9976,-7.5078,2009,36
Newtownmountkennedy,53.0969,-6.1094,2009,47
Nobber,53.821000000000005,-6.7466,2009,50
Oldcastle,53.7693,-7.1619,2009,45
Omeath,54.0865,-6.2563,2009,16
Oola,52.53,-8.2597,2009,6
Oughterard,53.4274,-9.3245,2009,40
Oulart,52.5033,-6.3913,2009,23
Oylegate,52.4241,-6.5296,2009,20
Pallasgreen,52.5687,-8.3382,2009,25
Pallaskenry,52.6405,-8.8665,2009,41
Partry,53.6987,-9.2796,2009,12
Passage East,52.2392,-6.9728,2009,19
Passage West,51.8652,-8.3317,2009,60
Patrickswell,52.5958,-8.7129,2009,37
Pearse Street,53.3457,-6.2563,2009,3674
Pettigo,54.5482,-7.8349,2009,2
Piltown,52.3498,-7.3255,2009,21
Portarlington,53.1592,-7.1878,2009,147
Portlaoise,53.0317,-7.3031,2009,495
Portlaw,52.2863,-7.3176,2009,18
Portmagee,51.8852,-10.3618,2009,3
Portroe,52.8819,-8.3537,2009,22
Portumna,53.09,-8.2204,2009,39
Raheny,53.379,-6.178,2009,456
Ramelton,55.0367,-7.6507,2009,17
Raphoe,54.8744,-7.5944,2009,32
Rathangan,53.2221,-6.9975,2009,42
Rathcoole,53.2818,-6.4647,2009,262
Rathcormac Co Cork,52.0761,-8.2843,2009,28
Rathdowney,52.8567,-7.5978,2009,26
Rathdrum,52.931000000000004,-6.2265,2009,79
Rathfarnham,53.2974,-6.2881,2009,725
Rathgormack,52.3075,-7.5038,2009,7
Rathkeale,52.5234,-8.939,2009,83
Rathmines,53.3213,-6.267,2009,696
Rathmore Co Kerry,52.0843,-9.2142,2009,24
Rathmullen,55.0958,-7.5326,2009,6
Rathvilly,52.8804,-6.6954,2009,9
Rhode,53.3511,-7.1948,2009,19
Riverstown,54.1296,-8.4,2009,24
Robertstown,53.2702,-6.8164,2009,79
Rochfortbridge,53.4133,-7.3018,2009,18
Rockcorry,54.1202,-7.0094,2009,11
Ronanstown,53.3379,-6.406000000000001,2009,926
Roosky,53.8329,-7.9228,2009,27
Ros Muc,53.3864,-9.6099,2009,10
Roscommon,53.6298,-8.1936,2009,163
Roscrea,52.9562,-7.7988,2009,92
Rosscarbery,51.5776,-9.0315,2009,24
Rosses Point,54.3054,-8.5465,2009,15
Rosslare Harbour,52.2487,-6.3341,2009,40
Rosslare Strand,52.2696,-6.3848,2009,28
Roundwood,53.063,-6.2247,2009,64
Roxboro Road,52.6508,-8.615,2009,1052
Santry,53.3897,-6.2516,2009,935
Scariff,52.9068,-8.5348,2009,36
Schull,51.5287,-9.5414,2009,20
Scotstown,54.2803,-7.0636,2009,11
Shankill,53.2335,-6.121,2009,336
Shannon,52.7079,-8.8772,2009,174
Shercock,53.9922,-6.9008,2009,13
Shevry,52.6869,-8.0471,2009,4
Shillelagh,52.7546,-6.5375,2009,16
Shinrone,52.9847,-7.9341,2009,8
Shrule,53.5199,-9.0876,2009,1
Sixmilebridge,52.7401,-8.7779,2009,47
Skerries,53.5796,-6.107,2009,122
Skibbereen,51.5486,-9.2641,2009,65
Skreen,54.2446,-8.7204,2009,9
Slane,53.7097,-6.5475,2009,73
Sligo,54.2693,-8.4713,2009,525
Smear,53.8606,-7.6017,2009,6
Sneem,51.8389,-9.904,2009,4
Sraith Salach,53.4653,-9.7214,2009,5
Stoneyford,52.5364,-7.2286,2009,8
Store Street,53.3505,-6.2522,2009,4205
Stradbally Co Laois,53.0177,-7.1516,2009,58
Strokestown,53.7808,-8.1038,2009,21
Stuake,51.9905,-8.7604,2009,7
Summerhill,53.482,-6.7334,2009,39
Sundrive Road,53.3302,-6.2987,2009,397
Swanlinbar,54.1961,-7.7038,2009,6
Swinford,53.9406,-8.9522,2009,30
Swords,53.456,-6.2211,2009,1020
Taghmon,52.321999999999996,-6.6517,2009,49
Tallaght,53.2868,-6.3678,2009,1965
Tallow,52.0937,-8.0073,2009,12
Tarbert,52.5727,-9.3754,2009,6
Tarelton,51.8385,-8.9929,2009,33
Taughmaconnell,53.4032,-8.141,2009,6
Templederry,52.7741,-8.075,2009,0
Templemore,52.7966,-7.8351,2009,26
Templetuohy,52.7903,-7.7201,2009,5
Terenure,53.3098,-6.287999999999999,2009,394
Thomastown,52.528999999999996,-7.14,2009,51
Thurles,52.6757,-7.8119,2009,222
Timoleague,51.6427,-8.7663,2009,12
Tinahely,52.7967,-6.4693,2009,22
Tipperary,52.4761,-8.1629,2009,112
Togher,51.8764,-8.4863,2009,243
Toomevara,52.8497,-8.0365,2009,14
Tralee,52.2695,-9.7088,2009,566
Tramore,52.1615,-7.1534,2009,132
Trim,53.5531,-6.7893,2009,187
Tuam,53.5157,-8.8559,2009,118
Tubbercurry,54.0516,-8.7343,2009,37
Tulla,52.8654,-8.7548,2009,9
Tullamore,53.2761,-7.4949,2009,322
Tullow,52.8038,-6.7334,2009,82
Tulsk,53.7774,-8.2518,2009,18
Urlingford,52.7221,-7.5798,2009,32
Virginia,53.8344,-7.0819,2009,44
Watercourse Road,51.9071,-8.4745,2009,615
Waterford,52.2602,-7.1137,2009,1460
Watergrasshill,52.0134,-8.342,2009,21
Westport,53.7991,-9.5194,2009,167
Wexford,52.3355,-6.462000000000001,2009,469
Whitegate,51.8271,-8.2278,2009,17
Wicklow,52.9814,-6.0426,2009,200
Williamstown,53.6771,-8.5784,2009,7
Woodford,53.0476,-8.4001,2009,8
Youghal,51.9481,-7.8428,2009,95
Abbeyfeale,52.3873,-9.29,2010,46
Abbeyleix,52.9127,-7.3438,2010,80
Adare,52.5639,-8.7921,2010,16
Aglish,52.0716,-7.8221,2010,5
Ahascragh,53.3957,-8.3306,2010,7
Ailt an Chorrain,54.9849,-8.4386,2010,7
An Bun Beag,55.0656,-8.2895,2010,12
An Charraig,54.6579,-8.6331,2010,3
An Cheathru Rua,53.2645,-9.6005,2010,4
An Clochan Liath,54.9516,-8.3613,2010,12
An Coirean,51.8311,-10.1742,2010,8
An Craoslach,55.1253,-7.9126,2010,5
An Fál Carrach,55.137,-8.102,2010,14
An Maim,53.5107,-9.5649,2010,21
An Rinn,52.0484,-7.5931,2010,6
An Spideal,53.2454,-9.3056,2010,15
Anglesea Street,51.8958,-8.465,2010,1358
Annascaul,52.1524,-10.0525,2010,4
Aran Mor,53.2721,-8.9319,2010,185
Ard An Rátha,54.7645,-8.4095,2010,5
Ardee,53.8549,-6.5411,2010,130
Ardfert,52.3235,-9.7789,2010,15
Ardfinnan,52.3118,-7.8783,2010,5
Ardmore,51.951,-7.7282,2010,11
Ardnacrusha,52.7077,-8.6131,2010,104
Ardrahan,53.1566,-8.8065,2010,11
Arklow,52.7963,-6.1546,2010,272
Arles,52.891000000000005,-7.0189,2010,34
Arva,53.9254,-7.5838,2010,7
Ashbourne,53.5114,-6.397,2010,394
Ashford,53.0139,-6.1073,2010,49
Askeaton,52.6006,-8.9712,2010,21
Athea,52.4599,-9.2875,2010,8
Athenry,53.2997,-8.7497,2010,49
Athleague,53.5687,-8.2524,2010,14
Athlone,53.4233,-7.9447,2010,497
