Station,Lat,Lon,Year,Thefts
Kells Ceanannus Mor,53.7284,-6.8812,2006,134
Kenagh,53.622,-7.8151,2006,5
Kenmare,51.8785,-9.5816,2006,42
Kerrykeel,55.1371,-7.6663,2006,7
Kevin Street,53.339,-6.2702,2006,957
Kilbeggan,53.3685,-7.4992,2006,40
Kilbrittain,51.6735,-8.6901,2006,3
Kilcock,53.4038,-6.6725,2006,123
Kilconnell,53.3314,-8.4017,2006,3
Kilcormac,53.1762,-7.7288,2006,13
Kilcullen,53.1291,-6.7466,2006,72
Kildare,53.156000000000006,-6.9073,2006,136
Kildorrery,52.2454,-8.4296,2006,19
Kildysart,52.6746,-9.1058,2006,7
Kilkee,52.6824,-9.6447,2006,32
Kilkelly,53.8734,-8.8434,2006,8
Kilkenny,52.6524,-7.2597,2006,781
Kill Co Waterford,52.1773,-7.3351,2006,12
Killala,54.2141,-9.2205,2006,7
Killaloe,52.8067,-8.4437,2006,100
Killarney,52.0624,-9.5124,2006,283
Killeagh,51.9398,-7.995,2006,25
Killenaule,52.5685,-7.6728,2006,17
Killeshandra,54.0118,-7.5259,2006,4
Killimor,53.1659,-8.2942,2006,8
Killorglin,52.1065,-9.7871,2006,18
Killucan,53.5147,-7.1397,2006,28
Kilmacow,52.3146,-7.1748,2006,5
Kilmacrennan,55.0295,-7.7785,2006,25
Kilmacthomas,52.2062,-7.4213,2006,24
Kilmaine,53.5826,-9.1238,2006,7
Kilmainham,53.3419,-6.3043,2006,768
Kilmallock,52.3984,-8.5758,2006,53
Kilmeaden,52.2462,-7.245,2006,18
Kilmoganny,52.4609,-7.3293,2006,4
Kilmore Quay,52.1787,-6.5837,2006,13
Kilnaleck,53.8585,-7.3179,2006,28
Kilrickle,53.2302,-8.4524,2006,11
Kilrush,52.6411,-9.4811,2006,38
Kilsheelan,52.3615,-7.5798,2006,6
Kiltimagh,53.8461,-9.0058,2006,27
Kiltormer,53.2376,-8.2713,2006,4
Kilworth,52.1763,-8.2496,2006,3
Kingscourt,53.9043,-6.8068,2006,27
Kinlough,54.4458,-8.287,2006,24
Kinnegad,53.4559,-7.1028,2006,77
Kinnitty,53.0984,-7.7221,2006,13
Kinsale,51.7063,-8.5255,2006,101
Kinvara,53.1405,-8.9397,2006,3
Knock,53.7954,-8.9188,2006,6
Knocknagoshel,52.3307,-9.3853,2006,12
Lanesboro,53.67100000000001,-7.9853,2006,28
Laytown,53.6892,-6.244,2006,188
Leach Seoirse,53.3571,-8.9313,2006,46
Leamybrien,52.1693,-7.5216,2006,18
Leitir Mor,53.2943,-9.6551,2006,10
Leixlip,53.3674,-6.4982,2006,137
Letterfrack,53.5542,-9.9477,2006,16
Letterkenny,54.9547,-7.7364,2006,498
Lifford,54.8328,-7.4803,2006,30
Liscarroll,52.2596,-8.8063,2006,8
Lisdoonvarna,53.0286,-9.2897,2006,21
Lismore,52.1367,-7.9355,2006,14
Lissycasey,52.7461,-9.1544,2006,5
Listowel,52.4471,-9.4839,2006,96
Littleton,52.6407,-7.7349,2006,23
Lixnaw,52.4041,-9.6166,2006,8
Longford,53.7325,-7.8014,2006,363
Longwood,53.4546,-6.9270000000000005,2006,13
Lorrha,53.0937,-8.1221,2006,9
Loughrea,53.1974,-8.5699,2006,104
Louisburgh,53.7646,-9.8076,2006,13
Louth,53.9524,-6.5379,2006,20
Lucan,53.3561,-6.4507,2006,569
Lusk,53.5234,-6.1673,2006,136
Macroom,51.9063,-8.964,2006,74
Maigh Cuilinn,53.3383,-9.1812,2006,15
Malahide,53.4512,-6.1519,2006,468
Mallow,52.1388,-8.6459,2006,173
Manorhamilton,54.3044,-8.1785,2006,43
Mayfield,51.9097,-8.429,2006,194
Maynooth,53.3808,-6.5927,2006,299
Mayorstone Park,52.6737,-8.6448,2006,692
Midleton,51.9167,-8.1735,2006,144
Milford Co Cork,52.3425,-8.8564,2006,5
Milford,55.086999999999996,-7.6982,2006,15
Millstreet Co. Cork,52.0601,-9.0615,2006,24
Milltown,53.6116,-8.8975,2006,9
Miltown Malbay,52.8575,-9.4006,2006,29
Mitchelstown,52.2636,-8.2706,2006,55
Moate,53.3957,-7.7345,2006,48
Mohill,53.9208,-7.8681,2006,35
Monaghan,54.2514,-6.9675,2006,170
Monasterevin,53.1382,-7.0547,2006,47
Moneygall,52.8813,-7.9534,2006,5
Monivea,53.373999999999995,-8.7023,2006,5
Mooncoin,52.292,-7.2516,2006,11
Mountbellew,53.4712,-8.5001,2006,11
Mountcharles,54.6459,-8.1957,2006,4
Mountjoy,53.3605,-6.2668,2006,766
Mountmellick,53.1188,-7.3351,2006,41
Mountrath,52.9982,-7.4781,2006,28
Moville,55.1916,-7.0286,2006,32
Moylough,53.4877,-8.567,2006,5
Moyne,52.7343,-7.7141,2006,11
Muff,55.0686,-7.2688,2006,29
Muine Bheag,52.7013,-6.9574,2006,80
Mullagh,53.8111,-6.9432,2006,17
Mullinahone,52.5102,-7.5056,2006,5
Mullinavat,52.3664,-7.1721,2006,10
Mullingar,53.5257,-7.346,2006,478
Multyfarnham,53.6242,-7.3923,2006,23
Murroe,52.6497,-8.3992,2006,18
Myshall,52.6875,-6.7784,2006,3
Na Cealla Beaga,54.6366,-8.4444,2006,16
Na Gleannta,54.7955,-8.281,2006,8
Naas,53.2107,-6.666,2006,737
Navan,53.6545,-6.6904,2006,538
Nenagh,52.8643,-8.1996,2006,140
New Ross,52.3876,-6.9508,2006,140
Newbridge,53.1814,-6.7955,2006,347
Newcastle West,52.4537,-9.0624,2006,148
Newmarket,52.2146,-8.997,2006,18
Newmarket on Fergus,52.7632,-8.8991,2006,18
Newport Co Mayo,53.8902,-9.5467,2006,12
Newport Co Tipperary,52.7107,-8.4063,2006,35
Newtowncunningham,54.9976,-7.5078,2006,32
Newtownmountkennedy,53.0969,-6.1094,2006,47
Nobber,53.821000000000005,-6.7466,2006,24
Oldcastle,53.7693,-7.1619,2006,35
Omeath,54.0865,-6.2563,2006,23
Oola,52.53,-8.2597,2006,9
Oughterard,53.4274,-9.3245,2006,14
Oulart,52.5033,-6.3913,2006,9
Oylegate,52.4241,-6.5296,2006,16
Pallasgreen,52.5687,-8.3382,2006,16
Pallaskenry,52.6405,-8.8665,2006,20
Partry,53.6987,-9.2796,2006,11
Passage East,52.2392,-6.9728,2006,11
Passage West,51.8652,-8.3317,2006,40
Patrickswell,52.5958,-8.7129,2006,66
Pearse Street,53.3457,-6.2563,2006,3769
Pettigo,54.5482,-7.8349,2006,1
Piltown,52.3498,-7.3255,2006,5
Portarlington,53.1592,-7.1878,2006,128
Portlaoise,53.0317,-7.3031,2006,376
Portlaw,52.2863,-7.3176,2006,8
Portmagee,51.8852,-10.3618,2006,9
Portroe,52.8819,-8.3537,2006,3
Portumna,53.09,-8.2204,2006,31
Raheny,53.379,-6.178,2006,287
Ramelton,55.0367,-7.6507,2006,12
Raphoe,54.8744,-7.5944,2006,45
Rathangan,53.2221,-6.9975,2006,44
Rathcoole,53.2818,-6.4647,2006,250
Rathcormac Co Cork,52.0761,-8.2843,2006,30
Rathdowney,52.8567,-7.5978,2006,27
Rathdrum,52.931000000000004,-6.2265,2006,72
Rathfarnham,53.2974,-6.2881,2006,748
Rathgormack,52.3075,-7.5038,2006,6
Rathkeale,52.5234,-8.939,2006,71
Rathmines,53.3213,-6.267,2006,746
Rathmore Co Kerry,52.0843,-9.2142,2006,24
Rathmullen,55.0958,-7.5326,2006,3
Rathvilly,52.8804,-6.6954,2006,15
Rhode,53.3511,-7.1948,2006,23
Riverstown,54.1296,-8.4,2006,9
Robertstown,53.2702,-6.8164,2006,43
Rochfortbridge,53.4133,-7.3018,2006,34
Rockcorry,54.1202,-7.0094,2006,5
Ronanstown,53.3379,-6.406000000000001,2006,980
Roosky,53.8329,-7.9228,2006,18
Ros Muc,53.3864,-9.6099,2006,2
Roscommon,53.6298,-8.1936,2006,126
Roscrea,52.9562,-7.7988,2006,60
Rosscarbery,51.5776,-9.0315,2006,18
Rosses Point,54.3054,-8.5465,2006,13
Rosslare Harbour,52.2487,-6.3341,2006,38
Rosslare Strand,52.2696,-6.3848,2006,23
Roundwood,53.063,-6.2247,2006,48
Roxboro Road,52.6508,-8.615,2006,1250
Santry,53.3897,-6.2516,2006,675
Scariff,52.9068,-8.5348,2006,25
Schull,51.5287,-9.5414,2006,28
Scotstown,54.2803,-7.0636,2006,11
Shankill,53.2335,-6.121,2006,425
Shannon,52.7079,-8.8772,2006,168
Shercock,53.9922,-6.9008,2006,8
Shevry,52.6869,-8.0471,2006,3
Shillelagh,52.7546,-6.5375,2006,28
Shinrone,52.9847,-7.9341,2006,14
Shrule,53.5199,-9.0876,2006,3
Sixmilebridge,52.7401,-8.7779,2006,35
Skerries,53.5796,-6.107,2006,84
Skibbereen,51.5486,-9.2641,2006,73
Skreen,54.2446,-8.7204,2006,10
Slane,53.7097,-6.5475,2006,66
Sligo,54.2693,-8.4713,2006,694
Smear,53.8606,-7.6017,2006,9
Sneem,51.8389,-9.904,2006,6
Sraith Salach,53.4653,-9.7214,2006,3
Stoneyford,52.5364,-7.2286,2006,10
Store Street,53.3505,-6.2522,2006,3990
Stradbally Co Laois,53.0177,-7.1516,2006,25
Strokestown,53.7808,-8.1038,2006,20
Stuake,51.9905,-8.7604,2006,7
Summerhill,53.482,-6.7334,2006,32
Sundrive Road,53.3302,-6.2987,2006,477
Swanlinbar,54.1961,-7.7038,2006,6
Swinford,53.9406,-8.9522,2006,29
Swords,53.456,-6.2211,2006,694
Taghmon,52.321999999999996,-6.6517,2006,15
Tallaght,53.2868,-6.3678,2006,2275
Tallow,52.0937,-8.0073,2006,4
Tarbert,52.5727,-9.3754,2006,15
Tarelton,51.8385,-8.9929,2006,16
Taughmaconnell,53.4032,-8.141,2006,3
Templederry,52.7741,-8.075,2006,5
Templemore,52.7966,-7.8351,2006,52
Templetuohy,52.7903,-7.7201,2006,6
Terenure,53.3098,-6.287999999999999,2006,448
Thomastown,52.528999999999996,-7.14,2006,28
Thurles,52.6757,-7.8119,2006,215
Timoleague,51.6427,-8.7663,2006,3
Tinahely,52.7967,-6.4693,2006,19
Tipperary,52.4761,-8.1629,2006,100
Togher,51.8764,-8.4863,2006,222
Toomevara,52.8497,-8.0365,2006,10
Tralee,52.2695,-9.7088,2006,554
Tramore,52.1615,-7.1534,2006,113
Trim,53.5531,-6.7893,2006,169
Tuam,53.5157,-8.8559,2006,103
Tubbercurry,54.0516,-8.7343,2006,24
Tulla,52.8654,-8.7548,2006,18
Tullamore,53.2761,-7.4949,2006,350
Tullow,52.8038,-6.7334,2006,103
Tulsk,53.7774,-8.2518,2006,8
Urlingford,52.7221,-7.5798,2006,43
Virginia,53.8344,-7.0819,2006,36
Watercourse Road,51.9071,-8.4745,2006,655
Waterford,52.2602,-7.1137,2006,1484
Watergrasshill,52.0134,-8.342,2006,17
Westport,53.7991,-9.5194,2006,112
Wexford,52.3355,-6.462000000000001,2006,411
Whitegate,51.8271,-8.2278,2006,14
Wicklow,52.9814,-6.0426,2006,281
Williamstown,53.6771,-8.5784,2006,4
Woodford,53.0476,-8.4001,2006,6
Youghal,51.9481,-7.8428,2006,138
Abbeyfeale,52.3873,-9.29,2007,42
Abbeyleix,52.9127,-7.3438,2007,72
Adare,52.5639,-8.7921,2007,15
Aglish,52.0716,-7.8221,2007,5
Ahascragh,53.3957,-8.3306,2007,7
Ailt an Chorrain,54.9849,-8.4386,2007,10
An Bun Beag,55.0656,-8.2895,2007,26
An Charraig,54.6579,-8.6331,2007,5
An Cheathru Rua,53.2645,-9.6005,2007,8
An Clochan Liath,54.9516,-8.3613,2007,24
An Coirean,51.8311,-10.1742,2007,4
An Craoslach,55.1253,-7.9126,2007,5
An Fál Carrach,55.137,-8.102,2007,15
An Maim,53.5107,-9.5649,2007,8
An Rinn,52.0484,-7.5931,2007,7
An Spideal,53.2454,-9.3056,2007,19
Anglesea Street,51.8958,-8.465,2007,1293
Annascaul,52.1524,-10.0525,2007,2
Aran Mor,53.2721,-8.9319,2007,171
Ard An Rátha,54.7645,-8.4095,2007,9
Ardee,53.8549,-6.5411,2007,135
Ardfert,52.3235,-9.7789,2007,26
Ardfinnan,52.3118,-7.8783,2007,6
Ardmore,51.951,-7.7282,2007,10
Ardnacrusha,52.7077,-8.6131,2007,129
Ardrahan,53.1566,-8.8065,2007,5
Arklow,52.7963,-6.1546,2007,206
Arles,52.891000000000005,-7.0189,2007,29
Arva,53.9254,-7.5838,2007,25
Ashbourne,53.5114,-6.397,2007,312
Ashford,53.0139,-6.1073,2007,62
Askeaton,52.6006,-8.9712,2007,9
Athea,52.4599,-9.2875,2007,5
Athenry,53.2997,-8.7497,2007,52
Athleague,53.5687,-8.2524,2007,13
Athlone,53.4233,-7.9447,2007,489
Athy,52.9902,-6.9882,2007,146
Aughrim,52.856,-6.3268,2007,30
Avoca,52.8588,-6.2129,2007,21
Baile Atha Bui,53.6236,-6.9159,2007,70
Baile an Fheirtéaraigh,52.1659,-10.4062,2007,4
Baile Bhuirne,51.9458,-9.1692,2007,9
Bailieboro,53.9152,-6.9696,2007,48
Balbriggan,53.6143,-6.1912,2007,276
Balla,53.8019,-9.1299,2007,21
Ballaghderreen,53.8999,-8.5846,2007,35
Ballina,54.1129,-9.1604,2007,242
Ballinagh,53.9311,-7.4096,2007,17
Ballinamore,54.0546,-7.797000000000001,2007,15
Ballinasloe,53.3284,-8.2236,2007,143
Ballincollig,51.8882,-8.5903,2007,179
Ballindine,53.6696,-8.9577,2007,8
Ballineen,51.7359,-8.9489,2007,12
Ballingarry,52.4721,-8.8628,2007,18
Ballingarry North,53.0184,-8.0305,2007,2
Ballingarry South,52.586000000000006,-7.541,2007,13
Ballinhassig,51.8041,-8.5705,2007,24
Ballinlough,53.7408,-8.6358,2007,9
Ballinrobe,53.6246,-9.2262,2007,57
Ballintra,54.5778,-8.1254,2007,19
Ballivor,53.5327,-6.9672,2007,37
Ballon,52.7432,-6.7722,2007,18
Ballybay,54.1289,-6.9048,2007,37
Ballybofey,54.7996,-7.781000000000001,2007,72
Ballybunion,52.5113,-9.6702,2007,36
Ballyconnell,54.119,-7.5802,2007,28
Ballycotton,51.8303,-8.0131,2007,7
Ballycroy,54.0258,-9.8259,2007,4
Ballycullane,52.2789,-6.8392,2007,5
Ballydehob,51.5591,-9.4608,2007,4
Ballydesmond,52.1782,-9.231,2007,4
Ballyduff,52.4559,-9.6631,2007,17
Ballyfermot,53.3448,-6.358,2007,539
Ballygar,53.5219,-8.3284,2007,10
Ballyhale,52.4683,-7.2015,2007,13
Ballyhaunis,53.763999999999996,-8.7674,2007,35
Ballyheigue,52.3892,-9.8275,2007,6
Ballyjamesduff,53.8631,-7.2088,2007,33
Ballylanders,52.3707,-8.3455,2007,11
Ballylinan,52.943000000000005,-7.0432,2007,32
Ballymacarberry,52.2672,-7.7177,2007,14
Ballymahon,53.5613,-7.7608,2007,58
Ballymore,53.4911,-7.6817,2007,4
Ballymote,54.0874,-8.5152,2007,22
Ballymun,53.3945,-6.2637,2007,651
Ballynacargy,53.5863,-7.5349,2007,25
Ballyneety,52.5973,-8.5489,2007,34
Ballynoe,52.0602,-8.0993,2007,8
Ballyporeen,52.2702,-8.0977,2007,2
Ballyshannon,54.4987,-8.2048,2007,38
Ballyvaughan,53.1162,-9.1471,2007,8
Baltimore,51.4835,-9.3723,2007,17
Baltinglass,52.93899999999999,-6.7098,2007,74
Banagher,53.1905,-7.9859,2007,27
Bandon,51.7451,-8.7399,2007,113
Bangor Erris,54.144,-9.7471,2007,14
Bansha,52.4493,-8.0656,2007,6
Bantry,51.6803,-9.4552,2007,51
Barnaderg,53.4805,-8.7225,2007,5
Barraduff,52.0598,-9.3409,2007,6
Beal an Mhuirthead,54.2217,-9.9856,2007,26
Beal Atha an Ghaorthaidh,51.8519,-9.229,2007,6
Belturbet,54.1012,-7.4426,2007,34
Bennettsbridge,52.5903,-7.1832,2007,20
Birr,53.096000000000004,-7.9115,2007,98
Bishopstown,51.8807,-8.5146,2007,328
Blacklion,54.2915,-7.8762,2007,3
Blackrock Co Cork,51.8943,-8.4045,2007,216
Blackrock Co Dublin,53.2998,-6.1775,2007,467
Blackrock Co Louth,53.9638,-6.3682,2007,98
Blackwater,52.4454,-6.3488,2007,35
Blanchardstown,53.3899,-6.381,2007,2026
Blarney,51.931999999999995,-8.5677,2007,141
Blessington,53.1703,-6.5337,2007,150
Boherbue,52.159,-9.0698,2007,6
Bonniconlon,54.1096,-9.029,2007,4
Borris,52.6018,-6.9293,2007,25
Borris-In-Ossory,52.9393,-7.6288,2007,12
Borrisokane,52.9971,-8.127,2007,16
Borrisoleigh,52.7515,-7.9554,2007,11
Bothar Na Tra,53.2588,-9.0797,2007,269
Boyle,53.9734,-8.3004,2007,62
Bray,53.1987,-6.1006,2007,582
Bridewell Cork,51.9005,-8.477,2007,443
Bridewell Dublin,53.3471,-6.2741,2007,987
Bruff,52.4773,-8.547,2007,29
Bruree,52.4232,-8.6503,2007,10
Bunclody,52.6568,-6.6625,2007,77
Buncrana,55.1313,-7.4507,2007,71
Bundoran,54.4766,-8.2793,2007,46
Burnfoot,55.0547,-7.4016,2007,39
Buttevant,52.2293,-8.6713,2007,23
Cabinteely,53.2608,-6.1507,2007,341
Cabra,53.365,-6.3076,2007,489
Caherciveen,51.946999999999996,-10.2198,2007,26
Caherconlish,52.5938,-8.4695,2007,30
Cahir,52.376000000000005,-7.9203,2007,47
Callan,52.5424,-7.391,2007,40
Campile,52.2878,-6.9396,2007,3
Cappamore,52.6147,-8.3385,2007,16
Cappawhite,52.5832,-8.1648,2007,22
Cappoquin,52.1459,-7.8457,2007,10
Carbury,53.3385,-6.9367,2007,48
Carlingford,54.0412,-6.1872,2007,84
Carlow,52.8405,-6.9293,2007,579
Carna,53.3236,-9.8241,2007,15
Carndonagh,55.2535,-7.2595,2007,37
Carnew,52.7105,-6.4918,2007,35
Carraig Airt,55.1751,-7.7985,2007,16
Carrickbyrne,52.3624,-6.7597,2007,16
Carrickmacross,53.9761,-6.7188,2007,105
Carrick-on-Bannow,52.2381,-6.734,2007,17
Carrick-On-Shannon,53.9443,-8.0902,2007,115
Carrick-On-Suir,52.3482,-7.4099,2007,95
Carrigaline,51.8148,-8.3915,2007,137
Carrigallen,53.9756,-7.6467,2007,5
Carrigans,54.9512,-7.4268,2007,27
Carrigtwohill,51.9095,-8.2618,2007,44
Cashel,52.5163,-7.8903,2007,68
Castlebar,53.8534,-9.2976,2007,257
Castlebellingham,53.8993,-6.3899,2007,50
Castleblayney,54.1179,-6.735,2007,101
Castlebridge,52.3847,-6.4526,2007,13
Castlecomer,52.7993,-7.2095,2007,60
Castleconnell,52.7134,-8.4985,2007,109
Castledermot,52.9092,-6.8492,2007,45
Castlefin,54.8027,-7.5952,2007,19
Castlegregory,52.2542,-10.0206,2007,9
Castleisland,52.2304,-9.4628,2007,29
Castlemaine,52.1702,-9.7006,2007,14
Castlepollard,53.6785,-7.2966,2007,55
Castlerea,53.7666,-8.4841,2007,60
Castletownbere,51.6495,-9.9147,2007,24
Castletownroche,52.1707,-8.468,2007,16
Cavan,53.9933,-7.3609,2007,281
Celbridge,53.343999999999994,-6.5417,2007,299
Charlestown,53.9627,-8.7935,2007,63
Charleville,52.3561,-8.6826,2007,50
Cill Ronain,53.1213,-9.6678,2007,3
Clane,53.2937,-6.6859,2007,177
Clara,53.3454,-7.6141,2007,54
Claremorris,53.7236,-8.9851,2007,77
Clifden,53.4882,-10.0092,2007,53
Cloch na Ron,53.3936,-9.9211,2007,4
Cloghan,53.2248,-7.8775,2007,14
Clogheen,52.2769,-7.9953,2007,9
Clogher,54.8368,-8.4275,2007,3
Clogherhead,53.7904,-6.2427,2007,54
Clonakilty,51.6249,-8.8889,2007,50
Clonark,53.3684,-8.0347,2007,16
Clonaslee,53.1486,-7.526,2007,9
Clonbologue,53.2591,-7.0858,2007,15
Clondalkin,53.3231,-6.395,2007,919
Clones,54.1775,-7.2282,2007,22
Clonmany,55.263000000000005,-7.4128,2007,10
Clonmel,52.3541,-7.6999,2007,292
Clonroche,52.4504,-6.7159,2007,27
Clontarf,53.3635,-6.2201,2007,671
Cloughjordan,52.942,-8.0397,2007,11
Cloyne,51.8628,-8.1235,2007,5
Coachford,51.9091,-8.7911,2007,17
Cobh,51.8482,-8.3036,2007,111
Collon,53.7779,-6.4849,2007,24
Collooney,54.1855,-8.4879,2007,33
Cong,53.5415,-9.2865,2007,11
Convoy,54.8593,-7.669,2007,34
Coolaney,54.1724,-8.6034,2007,6
Coolock,53.3903,-6.2011,2007,847
Cootehill,54.0747,-7.0787,2007,40
Corofin,52.9475,-9.0686,2007,4
Corofin,53.4376,-8.8631,2007,19
Courtown Harbour,52.6443,-6.2305,2007,63
Craughwell,53.2294,-8.7339,2007,30
Creggs,53.5949,-8.3638,2007,3
Crookstown,51.8587,-8.8013,2007,27
Croom,52.522,-8.7188,2007,21
Crosshaven,51.803999999999995,-8.3045,2007,35
Crossmolina,54.0998,-9.3227,2007,21
Crumlin,53.3196,-6.315,2007,441
Crusheen,52.9385,-8.8986,2007,7
Daingean,53.293,-7.2936,2007,30
Delvin,53.6145,-7.0901,2007,49
Dingle,52.1392,-10.2705,2007,20
Dolla,52.7971,-8.1921,2007,3
Donegal Town,54.6524,-8.1111,2007,49
Doneraile,52.2157,-8.5854,2007,10
Donnybrook,53.3217,-6.2359,2007,713
Douglas,51.8751,-8.431000000000001,2007,221
Dowra,54.1904,-8.0153,2007,1
Drimoleague,51.659,-9.264,2007,12
Drinagh,51.6477,-9.1545,2007,3
Drogheda,53.7151,-6.3566,2007,814
Drumad,54.0957,-6.3608,2007,60
Drumcollogher,52.3382,-8.9113,2007,17
Drumlish,53.8217,-7.7659,2007,18
Drumshambo,54.0465,-8.04,2007,16
Dublin Airport,53.4299,-6.2455,2007,181
Duleek,53.6539,-6.4181,2007,92
Dun Fionnachaid,55.1829,-7.9744,2007,14
Dun Laoghaire,53.2899,-6.1333,2007,667
Dunboyne,53.4211,-6.4771,2007,179
Duncannon,52.2214,-6.9298,2007,23
Dundalk,53.9995,-6.4097,2007,916
Dundrum,53.2895,-6.2426,2007,1120
Dungarvan,52.0877,-7.6245,2007,271
Dunlavin,53.0588,-6.7011,2007,23
Dunleer,53.8285,-6.3946,2007,50
Dunmanway,51.7228,-9.1101,2007,39
Dunmore East,52.1484,-6.9929,2007,26
Dunmore,53.6176,-8.7406,2007,5
Dunshaughlin,53.5108,-6.5393,2007,124
Durrow,52.8443,-7.3961,2007,18
Durrus,51.6205,-9.524,2007,9
Edenderry,53.3368,-7.0608,2007,75
Edgeworthstown,53.6956,-7.606,2007,67
Elphin,53.8458,-8.1925,2007,6
Emly,52.4651,-8.3542,2007,2
Emyvale,54.3394,-6.9576,2007,29
Enfield,53.4151,-6.8339,2007,91
Ennis,52.8469,-8.9811,2007,520
Enniscorthy,52.5007,-6.5707,2007,239
Enniscrone,54.2138,-9.0885,2007,26
Enniskerry,53.1913,-6.1695,2007,71
Ennistymon,52.9374,-9.2885,2007,51
Eyrecourt,53.1994,-8.1324,2007,8
Farranfore,52.1714,-9.5497,2007,10
Ferbane,53.2708,-7.8276,2007,25
Fermoy,52.1385,-8.2742,2007,91
Ferns,52.591,-6.4978,2007,24
Ferrybank,52.2675,-7.1011,2007,79
Fethard,52.4664,-7.6944,2007,12
Finglas,53.3896,-6.3068,2007,1084
Fitzgibbon Street,53.3577,-6.2554,2007,721
Foxford,53.9833,-9.1084,2007,49
Foynes,52.6097,-9.1037,2007,20
Frenchpark,53.8692,-8.4056,2007,15
Freshford,52.7324,-7.3944,2007,8
Gaillimh,53.2713,-9.0583,2007,1792
Garristown,53.5671,-6.3839,2007,23
Glanmire,51.9184,-8.3968,2007,145
Glantaine,52.1047,-8.7488,2007,8
Glasson,53.4717,-7.8635,2007,17
Gleann na Muaidhe,54.2408,-9.6788,2007,4
Glenamaddy,53.6074,-8.5602,2007,4
Glenbeigh,52.0571,-9.9371,2007,0
Glengarriff,51.7506,-9.5507,2007,6
Glenmore,52.3538,-7.028,2007,12
Glin,52.5696,-9.2845,2007,10
Glynn,52.3728,-6.5829,2007,3
Gob an Choire,53.9337,-9.9185,2007,6
Golden,52.4968,-7.9847,2007,5
Goresbridge,52.63,-6.9944,2007,30
Gorey,52.675,-6.2973,2007,187
Gort,53.0674,-8.8182,2007,78
Graiguenamanagh,52.5425,-6.9568,2007,22
Granard,53.7786,-7.4942,2007,44
Grange,54.3934,-8.5207,2007,17
Greystones,53.148,-6.0632,2007,301
Gurranabraher,51.9034,-8.4966,2007,264
Gurteen,53.993,-8.5158,2007,18
Hackballscross,54.0316,-6.5242,2007,20
Hacketstown,52.8643,-6.557,2007,14
Headford,53.4703,-9.0983,2007,18
Henry Street,52.6617,-8.6316,2007,1698
Holycross,52.6426,-7.8729,2007,10
Hospital Co Limerick,52.4752,-8.4325,2007,19
Howth,53.3873,-6.069,2007,279
Indreabhan,53.2406,-9.4296,2007,7
Innishannon,51.7644,-8.6554,2007,12
Irishtown,53.3382,-6.2233,2007,442
Kanturk,52.1759,-8.9126,2007,59
Keadue,54.0506,-8.1373,2007,4
Kealkil,51.755,-9.3753,2007,4
Keel,53.9754,-10.0822,2007,5
Kells Ceanannus Mor,53.7284,-6.8812,2007,121
Kenagh,53.622,-7.8151,2007,8
Kenmare,51.8785,-9.5816,2007,38
Kerrykeel,55.1371,-7.6663,2007,5
Kevin Street,53.339,-6.2702,2007,1012
Kilbeggan,53.3685,-7.4992,2007,40
Kilbrittain,51.6735,-8.6901,2007,7
Kilcock,53.4038,-6.6725,2007,123
Kilconnell,53.3314,-8.4017,2007,3
Kilcormac,53.1762,-7.7288,2007,10
Kilcullen,53.1291,-6.7466,2007,256
Kildare,53.156000000000006,-6.9073,2007,144
Kildorrery,52.2454,-8.4296,2007,14
Kildysart,52.6746,-9.1058,2007,5
Kilkee,52.6824,-9.6447,2007,49
Kilkelly,53.8734,-8.8434,2007,12
Kilkenny,52.6524,-7.2597,2007,672
Kill Co Waterford,52.1773,-7.3351,2007,9
Killala,54.2141,-9.2205,2007,21
Killaloe,52.8067,-8.4437,2007,93
Killarney,52.0624,-9.5124,2007,235
Killeagh,51.9398,-7.995,2007,24
Killenaule,52.5685,-7.6728,2007,36
Killeshandra,54.0118,-7.5259,2007,12
Killimor,53.1659,-8.2942,2007,7
Killorglin,52.1065,-9.7871,2007,14
Killucan,53.5147,-7.1397,2007,43
Kilmacow,52.3146,-7.1748,2007,8
Kilmacrennan,55.0295,-7.7785,2007,17
Kilmacthomas,52.2062,-7.4213,2007,25
Kilmaine,53.5826,-9.1238,2007,3
Kilmainham,53.3419,-6.3043,2007,670
Kilmallock,52.3984,-8.5758,2007,56
Kilmeaden,52.2462,-7.245,2007,24
Kilmoganny,52.4609,-7.3293,2007,13
Kilmore Quay,52.1787,-6.5837,2007,24
Kilnaleck,53.8585,-7.3179,2007,26
Kilrickle,53.2302,-8.4524,2007,13
Kilrush,52.6411,-9.4811,2007,61
Kilsheelan,52.3615,-7.5798,2007,6
Kiltimagh,53.8461,-9.0058,2007,30
Kiltormer,53.2376,-8.2713,2007,4
Kilworth,52.1763,-8.2496,2007,6
Kingscourt,53.9043,-6.8068,2007,30
Kinlough,54.4458,-8.287,2007,23
Kinnegad,53.4559,-7.1028,2007,75
Kinnitty,53.0984,-7.7221,2007,11
Kinsale,51.7063,-8.5255,2007,102
Kinvara,53.1405,-8.9397,2007,3
Knock,53.7954,-8.9188,2007,28
Knocknagoshel,52.3307,-9.3853,2007,6
Lanesboro,53.67100000000001,-7.9853,2007,26
Laytown,53.6892,-6.244,2007,171
Leach Seoirse,53.3571,-8.9313,2007,59
Leamybrien,52.1693,-7.5216,2007,17
