Roll_No,Off_Name,Add_1,Add_2,Add_3,Add_4,County,Ethos,Island,DEIS,Gaeltacht,Male,Female,Total,Sex,xcoord,ycoord,Long,Lat
00359V,ST. LOUIS GIRLS NATIONAL SCHOOL,PARK ROAD,MONAGHAN TOWN,,,Monaghan,CATHOLIC,N,N,N,0,244,244,Girls,266763,333451,-6.97574,54.2455
18684J,S N BHAILE MHUIRNE,MURRINTOWN,CO WEXFORD,,,Wexford,CATHOLIC,N,N,N,126,118,244,Mixed,301019,115933,-6.51946,52.2859
19754J,BRAY SCHOOL PROJECT N S,KILLARNEY RD,BALLYWALTRIM,BRAY,CO WICKLOW,Wicklow,MULTI DENOMINATIONAL,N,N,N,117,127,244,Mixed,325303,216935,-6.12519,53.1881
20429F,ST. JAMES'S PRIMARY SCHOOL,Basin Lane,James' Street,Dublin 8.,,Dublin,CATHOLIC,N,Y,N,130,113,243,Mixed,313934.26,233612.25,-6.28924,53.3405
19956V,GAELSCOIL SAIRSEAL,SRAID AN DROICHID,LUIMNEACH,,,Limerick,CATHOLIC,N,N,N,106,137,243,Mixed,157898,157514,-8.62239,52.6672
14386E,STONEPARK N S,STONEPARK,LONGFORD,CO LONGFORD,,Longford,CATHOLIC,N,N,N,125,118,243,Mixed,211915,271641,-7.8196,53.6943
19813W,KILDALKEY CENTRAL N S,KILDALKEY,CO MEATH,,,Meath,CATHOLIC,N,N,N,117,126,243,Mixed,272582,258526,-6.90425,53.5716
20012S,GRIFFITH BARRACKS MULTI D SCHOOL,THE OLD GUARDHOUSE,GRIFFITH COLLEGE,SOUTH CIRCULAR ROAD,DUBLIN 8,Dublin,MULTI DENOMINATIONAL,N,N,N,122,120,242,Mixed,314643,232558,-6.27898,53.3309
18268S,S N CILLININ,CILININ,CRAUGHWELL,CO GALWAY,,Galway,CATHOLIC,N,N,N,129,112,241,Mixed,146096,219206,-8.8071,53.2206
17968S,URSAILLE NAOFA,TEACH AN DA MHILE,NAAS,CO KILDARE,,Kildare,CATHOLIC,N,N,N,126,115,241,Mixed,287031,214079,-6.69841,53.1701
16673R,S N BAILE CUISIN,CUSHINSTOWN NS,FOULKMILLS,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,121,120,241,Mixed,277959,125415,-6.85515,52.3748
17005E,S N AN GHLEANNA,GLYNN,ENNISCORTHY,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,115,126,241,Mixed,296704,125495,-6.57993,52.3726
17012B,S N AN FHOSSA,KILLARNEY,CO KERRY,,,Kerry,CATHOLIC,N,N,N,127,113,240,Mixed,91493,92131,-9.58263,52.0706
20229U,NAGLE RICE PRIMARY SCHOOL,MILLTOWN,Killarney,Co Kerry,,Kerry,CATHOLIC,N,N,N,125,115,240,Mixed,82769,100317,-9.71263,52.1424
19995I,NORTH KILDARE EDUCATE TOGETHER SCH,CELBRIDGE,CO KILDARE,,,Kildare,MULTI DENOMINATIONAL,N,N,N,107,133,240,Mixed,296150,232397,-6.55654,53.3331
18640M,NAOMH IOSEF N S,RATH GHUAIRE,KILLUCAN,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,124,116,240,Mixed,257174,251162,-7.13817,53.5073
19642V,ST PETER APOSTLE SEN NS,NEILLSTOWN,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,135,104,239,Mixed,306491,233016,-6.40115,53.3367
17784I,S N PADRAIC NAOFA,SRAID LOMBARD,GAILLIMH,,,Galway,CATHOLIC,N,N,N,239,0,239,Boys,129639,225149,-9.05478,53.272
19996K,ST BRENDANS NS,PORTUMNA,CO GALWAY,,,Galway,CATHOLIC,N,N,N,114,125,239,Mixed,185289,204951,-8.21962,53.095
20237T,GAELSCOIL RIADA,RAITHIN,BAILE ATHA AN RI,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,130,109,239,Mixed,149543,228553,-8.75697,53.3049
15957D,RATHANGAN B N S,RATHANGAN,CO KILDARE,,,Kildare,CATHOLIC,N,N,N,239,0,239,Boys,266635,219533,-7.00224,53.222
18675I,S N CILL DAINGIN,KILDANGAN,MONASTEREVAN,CO KILDARE,,Kildare,CATHOLIC,N,N,N,131,108,239,Mixed,266558,206570,-7.00609,53.1056
18991S,J F K MEMORIAL SCHOOL,ENNIS RD,LIMERICK,,,Limerick,CATHOLIC,N,N,N,239,0,239,Boys,156444,157372,-8.64387,52.6658
11541V,DROMAILI S N,CAVAN,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,134,104,238,Mixed,240443,306138,-7.38316,54.0028
02278I,MILLSTREET CONVENT N S,MILLSTREET,CO CORK,,,Cork,CATHOLIC,N,N,N,69,169,238,Mixed,126926,90125,-9.06551,52.0584
18455R,OUR LADY OF ASSUMPTION,SIURACHA NA CARTHANACHA,BAILE UAILCIN,BAILE ATHA CLIATH 12,,Dublin,CATHOLIC,N,N,N,0,238,238,Girls,311143,231629,-6.33183,53.3233
19524P,OUR LADY IMMAC SEN N S,OUR LADY IMMAC SEN NS,DARNDALE,DUBLIN 17,,Dublin,CATHOLIC,N,Y,N,133,105,238,Mixed,320208,240569,-6.19244,53.4016
20048Q,GAELSCOIL LIOS NA NOG,Áras Cullenswood,21A Bóthar Oalkey,Ranallagh,BÁC 6,Dublin,CATHOLIC,N,N,N,99,139,238,Mixed,316210,231601,-6.25582,53.3219
19612M,DALKEY SCHOOL PROJECT,GLENAGEARY LODGE,GLENAGEARY,CO DUBLIN,,Dublin,MULTI DENOMINATIONAL,N,N,N,143,95,238,Mixed,324594,226535,-6.13204,53.2745
17559B,S N MHUIRE,GARRISTOWN,CO DUBLIN,143,,Dublin,CATHOLIC,N,N,N,125,113,238,Mixed,307056,258178,-6.38412,53.5626
12754U,S N CNOC AN SAMHRAIDH,ATH LUAIN,CO WESTMEATH,,,Roscommon,CATHOLIC,N,N,N,126,112,238,Mixed,200874,240079,-7.98686,53.4109
18558E,S N BAILE AN PHIARSAIGH,DRINAGH,CO WEXFORD,,,Wexford,CATHOLIC,N,N,N,123,115,238,Mixed,303231,116024,-6.48702,52.2863
19963S,SCOIL AODH RUA&NUALA,DUN NA NGALL,CO DONEGAL,,,Donegal,CATHOLIC,N,N,N,132,105,237,Mixed,193572,378512,-8.0996,54.6546
20307O,Skerries Educate Together National School,Barnageeragh Cove,Kellys Bay,Skerries,County Dublin,Dublin,MULTI DENOMINATIONAL,N,Y,N,117,120,237,Mixed,323597,260869,-6.13352,53.5831
19883U,GAELSCOIL O DOGHAIR,CAISLEAN NUA THIAR,CO LUIMNIGH,,,Limerick,CATHOLIC,N,N,N,123,114,237,Mixed,128026,134472,-9.05893,52.457
20143K,WATERPARK  N S,PARK ROAD,WATERFORD,,,Waterford,CATHOLIC,N,N,N,135,102,237,Mixed,261438,111964,-7.10018,52.2561
15618E,SANDFORD N S,RANELAGH,DUBLIN 6,,,Dublin,CHURCH OF IRELAND,N,N,N,133,103,236,Mixed,316788,231473,-6.2472,53.3206
18171D,OUR LADY ASSUMPTION BNS,SIURACHA NA CARTHANACHA,BAILE UAILCIN,BAILE ATHA CLIATH 12,,Dublin,CATHOLIC,N,N,N,236,0,236,Boys,311176,231600,-6.33134,53.323
19589U,GAELSCOIL INSE CHOR,DROICHEAD NA HINSE,BAILE ATHA CLIATH 8,,,Dublin,CATHOLIC,N,N,N,134,102,236,Mixed,312485,233948,-6.31087,53.3438
19777V,GAELSCOIL MIDE,BOTHAR AN GHLEANTAIN,GHLAIS CILL BHARROG,BAILE ATHA CLIATH 5,,Dublin,CATHOLIC,N,N,N,120,116,236,Mixed,322949,238825,-6.15193,53.3853
19928Q,RANELAGH MULTI DENOM NS,RANELAGH ROAD,DUBLIN 6,,,Dublin,MULTI DENOMINATIONAL,N,N,N,124,112,236,Mixed,316137,232116,-6.25673,53.3266
19743E,ST BERNADETTES JUNIOR N S,QUARRYVALE,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,118,118,236,Mixed,306740,234439,-6.39694,53.3494
17771W,S N MHUIRE,LISIN NA COILLE,URAN MOR,CO NA GAILLIMHE,,Galway,CATHOLIC,N,N,N,132,104,236,Mixed,143727,227166,-8.84397,53.2918
17217T,SCOIL NA MBRAITHRE,CHRISTIAN BROTHERS SCHOOL,WEXFORD,,,Wexford,CATHOLIC,N,N,N,236,0,236,Boys,304710,121219,-6.46374,52.3327
19584K,SCOIL CHUALANN,BOTHAR VEVAY,BRE,CO CHILL MHANTAIN,,Wicklow,CATHOLIC,N,N,N,120,116,236,Mixed,326773,217398,-6.10303,53.1919
20220C,GAELSCOIL UI EARCAIN,Bothar Glas an Ein,Fionnghlas,,B.A.C. 11,Dublin,CATHOLIC,N,Y,N,119,116,235,Mixed,312405,239108,-6.31024,53.3902
04062S,LISTOWEL PRESENTATION PRIMARY,LISTOWEL,CO KERRY,,,Kerry,CATHOLIC,N,N,N,0,235,235,Girls,98332,133991,-9.49552,52.448
17567A,ALMHAINE N S,KILMEAGUE,NAAS,CO KILDARE,,Kildare,CATHOLIC,N,N,N,117,118,235,Mixed,276657,221777,-6.85167,53.2409
20018H,Presentation Primary School,SEXTON STREET,LIMERICK,,,Limerick,CATHOLIC,N,Y,N,48,187,235,Mixed,157940,156595,-8.62166,52.659
20174V,SCOIL EANNA,BALLYBAY,CO. MONAGHAN,,,Monaghan,CATHOLIC,N,N,N,126,109,235,Mixed,272027,320717,-6.89805,54.1304
19314E,SCOIL NA MAIGHDINE MHUIRE BOY,BROADFORD RISE,BALINTEER,DUBLIN 16,,Dublin,CATHOLIC,N,N,N,234,0,234,Boys,316256,226378,-6.25704,53.275
19437U,SCOIL NAITHI,BAILE AN TSAOIR,DUM DROMA,BAILE ATHA CLIATH 16,,Dublin,CATHOLIC,N,N,N,123,111,234,Mixed,316002,227155,-6.26057,53.282
19762I,ST HELENS SENIOR N S,MARTELLO,PORTMARNOCK,CO DUBLIN,,Dublin,CATHOLIC,N,N,N,121,113,234,Mixed,323907,244909,-6.13515,53.4397
17604D,RAITHIN AN UISCE N S,RAITHIN AN UISCE,PORTLAOISE,CO LAOISE,,Laois,CATHOLIC,N,N,N,111,123,234,Mixed,252686,195393,-7.21504,53.0067
17951B,SCOIL O CURAIN B,NEWCASTLEWEST,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,233,1,234,Mixed,128194,134070,-9.05637,52.4535
19832D,SCOIL RAIFTEIRI,FAICHE AN AONAIGH,GORT NA FUARAIN,CAISLEAN AN BHARRAIGH,CO MHAIGH EO,Mayo,CATHOLIC,N,N,N,101,133,234,Mixed,115133,290641,-9.28996,53.8583
20082Q,GAELSCOIL THULACH NA NÓG,"BR. RÚISC,",DÚN BÚINNE,CO. NA MÍ,,Meath,INTER DENOMINATIONAL,N,N,N,114,120,234,Mixed,301541,241610,-6.47268,53.4148
19408N,RATHCORMACK N S,RATHCORMACK,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,123,111,234,Mixed,168885,341022,-8.47818,54.3169
19552U,NAOMH TOLA,SHANNON,CO CLARE,,,Clare,CATHOLIC,N,N,N,121,112,233,Mixed,140154,161731,-8.88544,52.7035
18217B,SCOIL PADRE PIO N S,CHURCHFIELD,CORK CITY,,,Cork,CATHOLIC,N,Y,N,128,105,233,Mixed,166178,72824,-8.4915,51.9067
19280N,SCOIL NAOMH BRID,MUFF,LIFFORD,CO DONEGAL,,Donegal,CATHOLIC,N,N,N,118,115,233,Mixed,246711,425364,-7.26866,55.0734
19471U,ST PAULS JUNIOR NATIONAL SCHOOL,AYRFIELD,MALAHIDE RD,DUBLIN 13,,Dublin,CATHOLIC,N,N,N,131,102,233,Mixed,320878,239824,-6.18266,53.3947
19618B,ST PAULS SEN NS,AYRFIELD,MALAHIDE RD,DUBLIN 13,,Dublin,CATHOLIC,N,N,N,121,112,233,Mixed,320869,239856,-6.18278,53.395
14939T,RATHFARNHAM PARISH N S,WASHINGTON LANE,TEMPLEOGUE,DUBLIN 14,,Dublin,CHURCH OF IRELAND,N,N,N,122,111,233,Mixed,313178,228326,-6.30247,53.2932
20036J,NORTH PRESENTATION PRIMARY SCHOOL,GERALD GRIFFIN STREET,CORK CITY.,,,Cork,CATHOLIC,N,Y,N,70,162,232,Mixed,167281,72646,-8.47546,51.9051
16820E,Scoil Cholmcille,Newtowncunningham,Co. Donegal,,,Donegal,CATHOLIC,N,Y,N,126,106,232,Mixed,230987,416765,-7.51577,54.9974
19490B,SCOIL MHUIRE,BALLYBODEN,DUBLIN 16,,,Dublin,CATHOLIC,N,Y,N,104,128,232,Mixed,314159,226711,-6.28835,53.2784
19575J,ST MARYS JUNIOR N S,ROWLAGH,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,122,110,232,Mixed,306938,233745,-6.3942,53.3431
12975N,ST JOSEPHS CONVENT,NEWCASTLE WEST,CO LIMERICK,,,Limerick,CATHOLIC,N,N,N,2,230,232,Mixed,128013,133417,-9.05889,52.4476
20128O,ST MATTHEWS MIXED N.S,BALLYMAHON,CO LONGFORD,,,Longford,CATHOLIC,N,Y,N,118,114,232,Mixed,215404,257438,-7.76748,53.5666
14578N,SCOIL NAOMH FAINCHE,COLLAN,CO LOUTH,,,Louth,CATHOLIC,N,N,N,120,112,232,Mixed,300056,281852,-6.4821,53.7766
15259C,S N N MAOLMHAODHAGH C,DUNDALK,CO LOUTH,,,Louth,CATHOLIC,N,N,N,0,232,232,Girls,304389,306914,-6.40787,54.0009
19903A,KILTIMAGH CENTRAL,KILTIMAGH,CO MAYO,,,Mayo,CATHOLIC,N,N,N,117,115,232,Mixed,134442,288916,-8.99616,53.8455
20155R,ST JOHN THE BAPTIST BOYS SCHOOL,CASHEL,CO. TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,232,0,232,Boys,207840,139836,-7.88452,52.5099
20050D,GAELSCOIL NA NDEISE,BOTHAR GRASTA DE,PORT LAIRGE,,,Waterford,CATHOLIC,N,N,N,119,113,232,Mixed,259502,112676,-7.12841,52.2627
19814B,SCOIL GEARBHAIN,CLAIS NA LACHAN,DUN NA MAINISTREACH,DUN GARBHAN,CO. PORTLAIRGE,Waterford,CATHOLIC,N,N,N,114,118,232,Mixed,227796,94324,-7.59432,52.1003
19607T,KILPATRICK NS,MULLINGAR,CO WESTMEATH,,,Westmeath,CATHOLIC,N,N,N,116,116,232,Mixed,240037,251460,-7.39643,53.5116
19991A,GAELSCOIL NA CAMOIGE,ARAS CHRONAIN,BOTHAR AN ULLOIRD,CLUAIN DOLCAIN,BAILE ATHA CLIATH 22,Dublin,CATHOLIC,N,N,N,100,131,231,Mixed,307135,231554,-6.39198,53.3234
20219R,ST PAULS B N S,LISDUGGAN,CO WATERFORD,,,Waterford,CATHOLIC,N,Y,N,231,0,231,Boys,259245,111150,-7.13244,52.249
20052H,GAELSCOIL CHOLMCILLE,Lána na Cúlóige,Baile Átha Cliath 17,,,Dublin,CATHOLIC,N,N,N,102,128,230,Mixed,317751,239862,-6.22963,53.3958
20168D,GLASNEVIN EDUCATE TOGETHER NS,CHURCH AVENUE,GLASNEVIN,DUBLIN 9,,Dublin,MULTI DENOMINATIONAL,N,N,N,121,109,230,Mixed,315251,237633,-6.26801,53.3763
19623R,ST PAULS JUN NS,GREENHILLS,WALKINSTOWN,DUBLIN 12,,Dublin,CATHOLIC,N,N,N,0,230,230,Girls,311473,230007,-6.32744,53.3086
20043G,GAELSCOIL CHNOC LIAMHNA,HALLA NA NGASOGA,BOTHAR CNOC LIAMHNA,BAILE ATHA CLIATH 16,,Dublin,CATHOLIC,N,N,N,112,118,230,Mixed,311646,227299,-6.3258,53.2843
16077B,ARDFINNAN N S,CLONMEL,CO TIPPERARY,,,Tipperary,CATHOLIC,N,N,N,109,121,230,Mixed,208169,117456,-7.88022,52.3088
14398L,THE GLEBE NS,WICKLOW,CO WICKLOW,,,Wicklow,CHURCH OF IRELAND,N,N,N,126,104,230,Mixed,331235,194217,-6.04576,52.9827
16080N,S N PHADRAIG NAOFA,PATRICIAN BROTHERS,TULLOW,CO CARLOW,,Carlow,CATHOLIC,N,N,N,229,0,229,Boys,285520,173189,-6.7318,52.803
18292P,GAELSCOIL AN TEAGHLAIGH NAOFA,BAILE FEITHEAN,CO CHORCAI,,,Cork,CATHOLIC,N,Y,N,118,111,229,Mixed,167314,70184,-8.47474,51.883
17838F,S N EOIN NAOFA,BAILE EASA DARA,CO SLIGEACH,,,Sligo,CATHOLIC,N,N,N,99,130,229,Mixed,166272,329388,-8.51702,54.2122
17323S,MONKSTOWN N S,MONKSTOWN,CO CORK,,,Cork,CATHOLIC,N,N,N,112,116,228,Mixed,177014,66318,-8.3336,51.8488
19489Q,SN NAOMH FINNIN,GLENTIES PARK,RIVERMOUNT,FINGLAS SOUTH,DUBLIN 11,Dublin,CATHOLIC,N,Y,N,149,79,228,Mixed,312370,238017,-6.31115,53.3804
19663G,ST RAPHAELS NS,DOMINICAN CONVENT,BALLYFERMOT,DUBLIN 10,,Dublin,CATHOLIC,N,Y,N,63,165,228,Mixed,310097,233797,-6.34677,53.3429
19845M,NORTH DUBLIN NS PROJECT,BALLYMUN ROAD,DUBLIN 9,,,Dublin,MULTI DENOMINATIONAL,N,N,N,121,107,228,Mixed,315282,238234,-6.26733,53.3817
20152L,NORTH DUBLIN MUSLIM NS PROJECT,Ratoath Road,Cabra,Dublin 7,,Dublin,MUSLIM,N,N,N,109,119,228,Mixed,313104,236142,-6.30079,53.3634
17867M,SCOIL IOGNAID DE RIS,STEPHEN STREET,KILKENNY,,,Kilkenny,CATHOLIC,N,N,N,228,0,228,Boys,250080,155732,-7.25995,52.6505
15537E,S N BAILE FINN,BAILE FINN,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,126,102,228,Mixed,239808,200738,-7.40624,53.0558
19968F,GAELSCOIL DURLAS EILE,DURLAS,CO TIOBRAID ARAINN,,,Tipperary,CATHOLIC,N,N,N,119,109,228,Mixed,211959,158654,-7.82316,52.679
16023B,RATHGAROGUE N S,RATHGAROGUE,NEW ROSS,CO WEXFORD,,Wexford,CATHOLIC,N,N,N,121,107,228,Mixed,277251,131297,-6.86418,52.4278
17326B,S N NAOMH FEIDHLIM,CAVAN,CO CAVAN,,,Cavan,CATHOLIC,N,Y,N,224,3,227,Mixed,241791,304810,-7.36278,53.9908
17024I,SCOIL NA CROISE NAOFA,MAHON,CORK,,,Cork,CATHOLIC,N,Y,N,131,96,227,Mixed,172376,71369,-8.40132,51.8939
15622S,ST PATRICKS NS,CHAPELIZOD VILLAGE,CHAPELIZOD,DUBLIN 20,,Dublin,CATHOLIC,N,N,N,125,102,227,Mixed,310373,234403,-6.34241,53.3483
18430B,S N BAILE ROIBEAIRD,BAILE ROIBEAIRD,NAS NA RIOGH,CO CILL DARA,,Kildare,CATHOLIC,N,N,N,113,114,227,Mixed,279440,224727,-6.80926,53.267
17233R,MANORHAMILTON B N S,SCOIL SAN CLAR,MANORHAMILTON,LEITRIM,,Leitrim,CATHOLIC,N,N,N,112,115,227,Mixed,188987,339313,-8.16919,54.3024
19423J,ST  PATRICKS NS,DRUMSHAMBO,CO LEITRIM,,,Leitrim,CATHOLIC,N,N,N,107,120,227,Mixed,197789,310890,-8.03376,54.0471
20063M,SCOIL AN CHLOCHAIR CILL BHEAGAN,KILBEGGAN,CO WESTMEATH,,,Westmeath,CATHOLIC,N,N,N,106,121,227,Mixed,233781,235339,-7.49247,53.3672
19559L,CHRIOST RI,CLOUGHLEIGH,ENNIS,CO CLARE,,Clare,CATHOLIC,N,Y,N,111,115,226,Mixed,133158,177849,-8.99222,52.8475
02452V,CLOYNE B N S,CLOYNE,CO CORK,,,Cork,CATHOLIC,N,N,N,123,103,226,Mixed,191294,67684,-8.12639,51.8614
16629O,KILTERNAN CHURCH OF IRELAND NS,KILTERNAN,CO DUBLIN,118,,Dublin,CHURCH OF IRELAND,N,N,N,113,113,226,Mixed,320205,222862,-6.1992,53.2425
19945Q,RATHFARNHAM EDUCATE TOGETHER,LORETO AVENUE,RATHFARNHAM,DUBLIN 14,,Dublin,MULTI DENOMINATIONAL,N,N,N,104,122,226,Mixed,315103,228199,-6.27366,53.2916
19932H,SN MHIC DARA,AN CEATHRU RUA,CO NA GAILLIMHE,,,Galway,CATHOLIC,N,Y,Y,125,101,226,Mixed,93474,224948,-9.59667,53.2642
16760M,DROMISKIN MIXED N S,DROMISKIN,CO LOUTH,,,Louth,CATHOLIC,N,N,N,107,119,226,Mixed,304811,298015,-6.40449,53.9208
20051F,GAELSCOIL NA BOINNE,DUBLIN ROAD,TRIM,CO. MEATH.,,Meath,CATHOLIC,N,N,N,123,103,226,Mixed,281591,256596,-6.76878,53.5529
16838A,ST. COLMCILLE'S N.S.,GAINSTOWN,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,106,120,226,Mixed,244777,248285,-7.32544,53.4827
14000C,SCOIL NAOMH MHUIRE,N MHUIRE AN OILEAIN,Bishop Street,CORK,,Cork,CATHOLIC,N,Y,N,77,148,225,Mixed,166953,71476,-8.48011,51.8946
18153B,S N PADRAIG NAOFA C,DILLONS CROSS,CORK,,,Cork,CATHOLIC,N,Y,N,0,225,225,Girls,168769,72942,-8.45386,51.9079
20054L,SCOIL EOGHAN,MOVILLE,CO DONEGAL,,,Donegal,CATHOLIC,N,Y,N,115,110,225,Mixed,261296,438590,-7.03748,55.1906
11873A,RATHMICHAEL N S,RATHMICHAEL,SHANKILL,CO DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,109,116,225,Mixed,325061,222248,-6.12673,53.2359
19647I,ST MARYS SEN N S,ROWLAGH,CLONDALKIN,DUBLIN 22,,Dublin,CATHOLIC,N,Y,N,122,103,225,Mixed,306861,233690,-6.39537,53.3426
18150S,FRAOCH MOR N S,FRAOCH MOR,PORTLAOISE,CO LAOIS,,Laois,CATHOLIC,N,N,N,114,111,225,Mixed,252086,200786,-7.22311,53.0552
15656M,BALLYKILMURRY N S,BALLYKILMURRY,TULLAMORE,CO OFFALY,,Offaly,CATHOLIC,N,N,N,121,104,225,Mixed,229218,226444,-7.56184,53.2875
17223O,S N MUIRE IS GEARARD,ENNISKERRY,CO WICKLOW,,,Wicklow,CATHOLIC,N,N,N,110,115,225,Mixed,322059,217443,-6.17351,53.1934
11583O,ST ANDREWS N S,MALAHIDE,CO DUBLIN,,,Dublin,CHURCH OF IRELAND,N,N,N,138,86,224,Mixed,322762,245880,-6.15199,53.4487
01554B,BAILE AN PHUSTA N S,SMARMORE,DROGHEDA,CO LOUTH,,Louth,CATHOLIC,N,N,N,105,119,224,Mixed,295044,286762,-6.5566,53.8216
14679T,S N BAILE BUILEARAIGH,BAILE BUILEARAIGH,CO WATERFORD,,,Waterford,CATHOLIC,N,N,N,114,110,224,Mixed,256072,108179,-7.17939,52.2226
17327D,CURRAGHMORE N S,CURRAGHMORE,MULLINGAR,CO WESTMEATH,,Westmeath,CATHOLIC,N,N,N,111,113,224,Mixed,247076,253522,-7.29002,53.5295
17235V,S N CHAOMHAIN TORRCHOILL,GOREY,CO WEXFORD,,,Wexford,CATHOLIC,N,N,N,120,104,224,Mixed,320920,163162,-6.21078,52.7061
18362K,S N CAITRIONA NAIONAIN,COOLOCK,DUBLIN 5,,,Dublin,CATHOLIC,N,Y,N,94,129,223,Mixed,319972,238709,-6.1967,53.3849
19934L,LIMERICK SCHOOL PROJECT,O'CONNELL AVENUE,LIMERICK,,,Limerick,MULTI DENOMINATIONAL,N,N,N,115,108,223,Mixed,157168,156372,-8.63304,52.6569
17523D,S N CRONAIN NAOFA,DRUM UI CIANAIN,ROSCREA,CO TIPPERARY,,Offaly,CATHOLIC,N,N,N,122,101,223,Mixed,211418,191618,-7.83001,52.9752
19937R,GAELSCOIL AONACH,BOTHAR NAOMH CHONLAIN,AONACH URMHUMHAN,CO THIOBRAID ARANN,,Tipperary,CATHOLIC,N,N,N,110,113,223,Mixed,186053,179740,-8.20713,52.8684
20008E,GAELSCOIL LOCH GARMAN,UISCE AN EASPAIG,LOCH GARMAN,,,Wexford,CATHOLIC,N,N,N,117,106,223,Mixed,304125,120627,-6.4725,52.3275
16789N,ST ORANS N S,BUNCRANA,CO DONEGAL,,,Donegal,CATHOLIC,N,N,N,123,99,222,Mixed,235675,433849,-7.44037,55.1505
19973V,SCOIL MHUIRE,CLIFDEN,CO GALWAY,,,Galway,CATHOLIC,N,Y,N,118,104,222,Mixed,66109,250846,-10.0175,53.4906
19930D,Scoil an Chroí Ró-Naofa,URLINGFORD,Co Kilkenny,via Thurles,,Kilkenny,CATHOLIC,N,N,N,106,116,222,Mixed,228457,163169,-7.57882,52.7189
18235D,S N MUIRE AN PORT MOR,PORTLAIRGE,CO WATERFORD,,,Waterford,CATHOLIC,N,N,N,222,0,222,Boys,261558,113278,-7.09818,52.2679
18242A,CARNEW N S,CARNEW,CO WICKLOW,,,Wicklow,CATHOLIC,N,N,N,114,108,222,Mixed,301133,163320,-6.5034,52.7116
12755W,KILDARE PLACE  N S,96 UPPER RATHMINES RD,DUBLIN 6,,,Dublin,CHURCH OF IRELAND,N,N,N,111,110,221,Mixed,315764,231187,-6.26266,53.3183
19981U,ST MARYS N S,WINDSOR AVE,FAIRVIEW,DUBLIN 3,,Dublin,CATHOLIC,N,Y,N,56,165,221,Mixed,317327,236307,-6.23732,53.3639
18886V,KILL-O'-THE-GRANGE NS,DEANSGRANGE,BLACKROCK,CO DUBLIN,,Dublin,CHURCH OF IRELAND,N,N,N,114,107,221,Mixed,322658,226870,-6.16092,53.278
13328I,ST PATRICKS N S,MORRISTOWN,NEWBRIDGE,CO KILDARE,,Kildare,CHURCH OF IRELAND,N,N,N,101,120,221,Mixed,279348,214772,-6.81311,53.1775
16443A,SCOIL PADRAIG NAOFA B,DUBLIN ROAD,LIMERICK,,,Limerick,CATHOLIC,N,N,N,221,0,221,Boys,159013,157105,-8.60586,52.6636
19874T,SCOIL NA TOIRBHIRTE,PRESENTATION CONVENT NS,THURLES,CO TIPPERARY,,Tipperary,CATHOLIC,N,N,N,57,164,221,Mixed,213043,158926,-7.80712,52.6814
13375R,SCOIL BHRIDE,CROS MHATHUNA,BANDON,CO CORK,,Cork,CATHOLIC,N,N,N,111,109,220,Mixed,146849,52970,-8.76932,51.7267
17036P,S N NAOMH COLMCHILLE,KILLMACRENNAN,CO DONEGAL,,,Donegal,CATHOLIC,N,N,N,123,97,220,Mixed,214024,420062,-7.78068,55.0278
16654N,S N BRIGHDE,MILLTOWN,NEWBRIDGE,CO KILDARE,,Kildare,CATHOLIC,N,N,N,123,97,220,Mixed,276099,217759,-6.86099,53.2048
20192A,GAELSCOIL ÁTHA Í,An Tom Ard,Baile ÁTHA Í,CO. CHILL DARA.,,Kildare,INTER DENOMINATIONAL,N,N,N,115,105,220,Mixed,269281,193981,-6.96814,52.9921
19495L,CARBURY NAT SCH,THE MALL,SLIGO,,,Sligo,CHURCH OF IRELAND,N,N,N,119,101,220,Mixed,169689,336036,-8.46532,54.2722
19964U,SCOIL MHUIRE GAN SMAL,BALLYMOTE,CO SLIGO,,,Sligo,CATHOLIC,N,N,N,117,103,220,Mixed,166446,315936,-8.51286,54.0914
19885B,GEALSCOIL PHILIB BARUN,TEACH REALT NA MARA,AN TRA MHOR,CO PHORT LAIRGE,,Waterford,CATHOLIC,N,N,N,102,118,220,Mixed,258480,102175,-7.14519,52.1684
16921K,S N BEAL ATHA NA NEACH,BALLINAGH,CO CAVAN,,,Cavan,CATHOLIC,N,N,N,115,104,219,Mixed,238579,298192,-7.41259,53.9316
13647B,CASTLEMARTYR N S,CASTLEMARTYR,CO CORK,,,Cork,CATHOLIC,N,N,N,103,116,219,Mixed,196495,73179,-8.05094,51.9109
